product,Question,Response,Sentiment Score,Response value,lemm
Yoplait OSY,Meets Expectation,just how long it took to mix the fruit in,0,3,"['long', 'take', 'mix', 'fruit']"
Chobani Smooth,Meets Expectation,It had better flavor than I thought it would.,44.04,5,"['well', 'flavor', 'thought', 'would']"
Yoplait OSY,Meets Expectation,nothing,0,3,['nothing']
Chobani Smooth,Meets Expectation,"Well because it's Chobani, I assume it to be a greek yogurt and so because it's not thick like greek yogurt, it throws me off. I would also like to know how the sugar is being reduced. Is it a sugar substitute? I see the package says all natural and non gmo but I'd still like to see the ingredients. The package also says real fruit, so I'd like to see some fruit in it.",-62.98,5,"['well', 'chobani', 'assume', 'greek', 'yogurt', 'thick', 'like', 'greek', 'yogurt', 'throw', 'would', 'also', 'like', 'know', 'sugar', 'reduce', 'sugar', 'substitute', 'see', 'package', 'say', 'natural', 'non', 'gmo', 'id', 'still', 'like', 'see', 'ingredient', 'package', 'also', 'say', 'real', 'fruit', 'id', 'like', 'see', 'fruit']"
Yoplait OSY,Meets Expectation,No aftertaste that usually accompanies a lot of Greek yogurt,-29.6,3,"['aftertaste', 'usually', 'accompany', 'lot', 'greek', 'yogurt']"
Chobani Smooth,Meets Expectation,"it tastes more greek (concentrated, thicker) than I expected. I was assuming it would be more french (yoplait - thiner) style",0,4,"['taste', 'greek', 'concentrate', 'thicker', 'expect', 'assume', 'would', 'french', 'yoplait', 'thiner', 'style']"
Yoplait OSY,Meets Expectation,Less yogurt same size container is in reality false advertising. It makes me wonder if your quality has downsized as well.,27.32,3,"['less', 'yogurt', 'size', 'container', 'reality', 'false', 'advertising', 'make', 'wonder', 'quality', 'downsize', 'well']"
Chobani Smooth,Meets Expectation,I like the product's package. Excepted it seemed like the product was only half full. I also like less strawberry pieces.,75.79,4,"['like', 'product', 'package', 'except', 'seem', 'like', 'product', 'half', 'full', 'also', 'like', 'less', 'strawberry', 'piece']"
Yoplait OSY,Meets Expectation,Nothing,0,3,['nothing']
Chobani Smooth,Meets Expectation,"Looks a bit  like a generic brand design, 2x protein and less sugar was a nice surprise and non GMO is a great plus",88.17,4,"['look', 'bit', 'like', 'generic', 'brand', 'design', '2x', 'protein', 'less', 'sugar', 'nice', 'surprise', 'non', 'gmo', 'great', 'plus']"
Yoplait OSY,Meets Expectation,Nothing,0,4,['nothing']
Chobani Smooth,Meets Expectation,This product was neither smooth nor mild as the container label states.,0,2,"['product', 'neither', 'smooth', 'mild', 'container', 'label', 'state']"
Yoplait OSY,Meets Expectation,I din't think I would like the taste very much but I did.,-14.19,4,"['dint', 'think', 'would', 'like', 'taste', 'much']"
Chobani Smooth,Meets Expectation,"Having eaten quite a bit of Chobani Greek Yogurt in the past, I was not expecting it to be so smooth (even though the package expressly stated it was smooth, like classic yogurt).",36.12,3,"['eaten', 'quite', 'bit', 'chobani', 'greek', 'yogurt', 'past', 'expect', 'smooth', 'even', 'though', 'package', 'expressly', 'state', 'smooth', 'like', 'classic', 'yogurt']"
Yoplait OSY,Meets Expectation,,0,3,['nan']
Chobani Smooth,Meets Expectation,I thought it would be thicker.,0,3,"['thought', 'would', 'thicker']"
Yoplait OSY,Meets Expectation,Mix before eating fruit on the bottom.,0,5,"['mix', 'eat', 'fruit', 'bottom']"
Chobani Smooth,Meets Expectation,I thought it would be sweeter,0,1,"['thought', 'would', 'sweeter']"
Yoplait OSY,Meets Expectation,little thinner than other greek yogurt,0,3,"['little', 'thinner', 'greek', 'yogurt']"
Chobani Smooth,Meets Expectation,The tangyness was unexpected in a good way.  Package itself set my expectations of what was inside.,44.04,4,"['tangyness', 'unexpected', 'good', 'way', 'package', 'set', 'expectation', 'inside']"
Yoplait OSY,Meets Expectation,"I didn't realize that this was a non-GMO product.  I don't think that I've heard that evaporated cane sugar was an ingredient.  I appreciate that the slogan was punctuated correctly, with the period inside of the quotation marks:  We believe fruit should come in pieces, not  flavors.",40.19,4,"['didnt', 'realize', 'nongmo', 'product', 'dont', 'think', 'ive', 'heard', 'evaporate', 'cane', 'sugar', 'ingredient', 'appreciate', 'slogan', 'punctuate', 'correctly', 'period', 'inside', 'quotation', 'mark', 'believe', 'fruit', 'come', 'piece', 'flavor']"
Chobani Smooth,Meets Expectation,I think it does a good job representing itself. It is much smoother than what i usually purchase. I like how big a it states  Smooth  on it.,65.97,3,"['think', 'good', 'job', 'represent', 'much', 'smoother', 'usually', 'purchase', 'like', 'big', 'state', 'smooth']"
Yoplait OSY,Meets Expectation,I did not find anything unexpected.,0,5,"['find', 'anything', 'unexpected']"
Chobani Smooth,Meets Expectation,The over-powering taste of sour milk.  I really could not get past that.,0,1,"['overpower', 'taste', 'sour', 'milk', 'really', 'could', 'get', 'past']"
Yoplait OSY,Meets Expectation,Like the picture of the strawberry. It tells me what is inside.,36.12,3,"['like', 'picture', 'strawberry', 'tell', 'inside']"
Chobani Smooth,Meets Expectation,"I was somewhat expecting pieces of fruit in it, even if just small pieces.",0,4,"['somewhat', 'expect', 'piece', 'fruit', 'even', 'small', 'piece']"
Yoplait OSY,Meets Expectation,I think maybe the sugar content.  Also when you first open the container the separation is not very appealing,0,4,"['think', 'maybe', 'sugar', 'content', 'also', 'first', 'open', 'container', 'separation', 'appeal']"
Chobani Smooth,Meets Expectation,That it contained 2X the protein.,0,4,"['contain', '2x', 'protein']"
Yoplait OSY,Meets Expectation,"I am impressed with the 15% Calcium, great taste and 0% milk fat!",81.72,4,"['impressed', '15', 'calcium', 'great', 'taste', '0', 'milk', 'fat']"
Chobani Smooth,Meets Expectation,The yogurt does not have an aftertaste which is often common with lowfat products.  The packaging should show the word  lowfat  better as that may make a difference to many.,44.04,5,"['yogurt', 'aftertaste', 'often', 'common', 'lowfat', 'product', 'package', 'show', 'word', 'lowfat', 'well', 'may', 'make', 'difference', 'many']"
Yoplait OSY,Meets Expectation,I think the package did a good job of representing the yogurt.,44.04,3,"['think', 'package', 'good', 'job', 'represent', 'yogurt']"
Chobani Smooth,Meets Expectation,The packaging represents the product well.  What I found unexpected was the sweetness.  It had a good fruit flavor that wasn't overpowered by sugar taste.,80.2,5,"['packaging', 'represent', 'product', 'well', 'found', 'unexpected', 'sweetness', 'good', 'fruit', 'flavor', 'wasnt', 'overpower', 'sugar', 'taste']"
Yoplait OSY,Meets Expectation,Unexpected was the amoun the small amount of yougart in the actual container. I would change nothing on the packaging.,0,3,"['unexpected', 'amoun', 'small', 'amount', 'yougart', 'actual', 'container', 'would', 'change', 'nothing', 'packaging']"
Chobani Smooth,Meets Expectation,How smooth the yogurt was.,0,4,"['smooth', 'yogurt']"
Yoplait OSY,Meets Expectation,Nothing unexpected. I like all the info on the packaging,-27.55,4,"['nothing', 'unexpected', 'like', 'info', 'packaging']"
Chobani Smooth,Meets Expectation,Real chunks of strawberries.,0,4,"['real', 'chunk', 'strawberry']"
Yoplait OSY,Meets Expectation,The flavor was better than I remember Chobani tasting in the past.,44.04,5,"['flavor', 'well', 'remember', 'chobani', 'taste', 'past']"
Chobani Smooth,Meets Expectation,I did not expect this great flavor. It really stood out. The package was really hard to read on the ingredients and nutrition label. The res with the white writing was really hard to see.,54.06,5,"['expect', 'great', 'flavor', 'really', 'stood', 'package', 'really', 'hard', 'read', 'ingredient', 'nutrition', 'label', 'res', 'white', 'write', 'really', 'hard', 'see']"
Yoplait OSY,Meets Expectation,I would change the price.  It seems too high for just one.,0,4,"['would', 'change', 'price', 'seem', 'high', 'one']"
Chobani Smooth,Meets Expectation,I like how the yogurt inside is presented on the outside package.,36.12,4,"['like', 'yogurt', 'inside', 'present', 'outside', 'package']"
Yoplait OSY,Meets Expectation,Nothing. i think the package describes the product very well.,33.84,4,"['nothing', 'think', 'package', 'describes', 'product', 'well']"
Chobani Smooth,Meets Expectation,Nothing.,0,3,['nothing']
Yoplait OSY,Meets Expectation,I thought that the fruit at the bottom might have a bad taste or texture so I was apprehensive at first.  But it wastn at all,-30.71,5,"['think', 'fruit', 'bottom', 'might', 'bad', 'taste', 'texture', 'apprehensive', 'first', 'wastn']"
Chobani Smooth,Meets Expectation,SO smooth and creamy,0,5,"['smooth', 'creamy']"
Yoplait OSY,Meets Expectation,Everything is what I expected,0,3,"['everything', 'expect']"
Chobani Smooth,Meets Expectation,the labeling was ok,29.6,4,"['label', 'ok']"
Yoplait OSY,Meets Expectation,Make the strawberry flavor better and add more to the bottom of the cup.,44.04,2,"['make', 'strawberry', 'flavor', 'well', 'add', 'bottom', 'cup']"
Chobani Smooth,Meets Expectation,,0,5,['nan']
Yoplait OSY,Meets Expectation,,0,3,['nan']
Chobani Smooth,Meets Expectation,sweeter than expected,0,3,"['sweeter', 'expect']"
Yoplait OSY,Meets Expectation,,0,3,['nan']
Chobani Smooth,Meets Expectation,I thought it would have a thicker texture.,0,3,"['thought', 'would', 'thicker', 'texture']"
Yoplait OSY,Meets Expectation,Packaging seemed fine.,20.23,3,"['packaging', 'seem', 'fine']"
Chobani Smooth,Meets Expectation,The packaging looked so cheap. It looked exactly like anything Target brand and you can barely see the Chobani logo. I would not pick out this yogurt in stores because I would probably walk by it and think it was Target starting a yogurt.,36.12,2,"['packaging', 'look', 'cheap', 'look', 'exactly', 'like', 'anything', 'target', 'brand', 'barely', 'see', 'chobani', 'logo', 'would', 'pick', 'yogurt', 'store', 'would', 'probably', 'walk', 'think', 'target', 'start', 'yogurt']"
Yoplait OSY,Meets Expectation,Sweetness-sweeter than expected.,0,5,"['sweetnesssweeter', 'expect']"
Chobani Smooth,Meets Expectation,.,0,5,[]
Yoplait OSY,Meets Expectation,The package seems pretty clear - it was expected.,70.03,3,"['package', 'seem', 'pretty', 'clear', 'expect']"
Chobani Smooth,Meets Expectation,the taste flavor of the fruit,0,4,"['taste', 'flavor', 'fruit']"
Yoplait OSY,Meets Expectation,I didn't realize how much protein was in the product. That's a good thing and should stand out more on the package.,44.04,4,"['didnt', 'realize', 'much', 'protein', 'product', 'thats', 'good', 'thing', 'stand', 'package']"
Chobani Smooth,Meets Expectation,"Smoother, thick yogurt, with great flavor.",62.49,4,"['smoother', 'thick', 'yogurt', 'great', 'flavor']"
Yoplait OSY,Meets Expectation,NOT AS FRUITY AS I WOULD HAVE LIKED,42.15,2,"['fruity', 'would', 'like']"
Chobani Smooth,Meets Expectation,"I like that the packaging is colorful and playful and has all the information on it.  However the word  classic  doesn't resonate with me.  I've seen this before where companies use  original  or  classic  and if I wasn't a user with their original recipe, then I don't care.  Perhaps,  natural  would be a good option.  Or maybe a coined term can be made.   greek-like.   While I do like that the packaging is colorful, it doesn't match the almost white product inside, but I think that's OK.  If I saw someone holding that bright red container, I would want to know what they are eating.  And as mentioned above I like the product as is.",95,5,"['like', 'package', 'colorful', 'playful', 'information', 'however', 'word', 'classic', 'doesnt', 'resonate', 'ive', 'see', 'company', 'use', 'original', 'classic', 'wasnt', 'user', 'original', 'recipe', 'dont', 'care', 'perhaps', 'natural', 'would', 'good', 'option', 'maybe', 'coin', 'term', 'make', 'greeklike', 'like', 'package', 'colorful', 'doesnt', 'match', 'almost', 'white', 'product', 'inside', 'think', 'thats', 'ok', 'saw', 'someone', 'hold', 'bright', 'red', 'container', 'would', 'want', 'know', 'eat', 'mention', 'like', 'product']"
Chobani Smooth,Meets Expectation,Very fake flavor taste - almost chemical.,-52.56,2,"['fake', 'flavor', 'taste', 'almost', 'chemical']"
Chobani Smooth,Meets Expectation,The flavor was unexpected,0,5,"['flavor', 'unexpected']"
Chobani Smooth,Meets Expectation,Was very filling  Replace word Smooth on top of package with low fat classic yogurt - make low fat more visible,-34,3,"['fill', 'replace', 'word', 'smooth', 'top', 'package', 'low', 'fat', 'classic', 'yogurt', 'make', 'low', 'fat', 'visible']"
Chobani Smooth,Meets Expectation,.,0,3,[]
Chobani Smooth,Meets Expectation,Nothing wrong with the packaging.,37.24,3,"['nothing', 'wrong', 'packaging']"
Chobani Smooth,Meets Expectation,No nutrition label,-29.6,3,"['nutrition', 'label']"
Chobani Smooth,Meets Expectation,needs more real fruit,0,3,"['need', 'real', 'fruit']"
Chobani Smooth,Meets Expectation,nothing,0,4,['nothing']
Chobani Smooth,Meets Expectation,It is low-fat but taste like regular yogurt.,50.23,4,"['lowfat', 'taste', 'like', 'regular', 'yogurt']"
Chobani Smooth,Meets Expectation,Not very much flavor and is a little too runny.,0,2,"['much', 'flavor', 'little', 'runny']"
Chobani Smooth,Meets Expectation,add nutrition information,0,5,"['add', 'nutrition', 'information']"
Chobani Smooth,Meets Expectation,"It was not sweet enough.  I guess the package said less sugar, but I didn't realize it would impact the taste that much.",-18.77,2,"['sweet', 'enough', 'guess', 'package', 'say', 'less', 'sugar', 'didnt', 'realize', 'would', 'impact', 'taste', 'much']"
Chobani Smooth,Meets Expectation,Something to make you more aware that it isn't greek yogurt.,0,4,"['something', 'make', 'aware', 'isnt', 'greek', 'yogurt']"
Chobani Smooth,Meets Expectation,The package could say something like  not like other yogurts it's smooth .,61.24,5,"['package', 'could', 'say', 'something', 'like', 'like', 'yogurt', 'smooth']"
Chobani Smooth,Meets Expectation,The look of the consistency of the yogurt.,0,4,"['look', 'consistency', 'yogurt']"
Chobani Smooth,Meets Expectation,"the tartness, in a way  classic  probably conveys this but not outright.",0,4,"['tartness', 'way', 'classic', 'probably', 'conveys', 'outright']"
Chobani Smooth,Meets Expectation,,0,3,['nan']
Chobani Smooth,Meets Expectation,how smooth the yogurt was,0,5,"['smooth', 'yogurt']"
Chobani Smooth,Meets Expectation,na,0,3,['na']
Chobani Smooth,Meets Expectation,na,0,3,['na']
Chobani Smooth,Meets Expectation,nothing,0,5,['nothing']
Chobani Smooth,Meets Expectation,At first I thought it would be very plain because it was a low fat and because the design reminded me of Greek yogurt,-27.32,5,"['first', 'think', 'would', 'plain', 'low', 'fat', 'design', 'remind', 'greek', 'yogurt']"
Chobani Smooth,Meets Expectation,nothing,0,4,['nothing']
Chobani Smooth,Meets Expectation,I liked it a little more than I thought I would.,42.15,4,"['like', 'little', 'thought', 'would']"
Chobani Smooth,Meets Expectation,Not sour or tart.    Rich flavor.,55.74,5,"['sour', 'tart', 'rich', 'flavor']"
Chobani Smooth,Meets Expectation,It was very smooth and creamy.,0,4,"['smooth', 'creamy']"
Chobani Smooth,Meets Expectation,"I think I thought it would have more of a standard yogurt taste even tho it was made by Chobani. I don't mind greek yogurt but if a person did not like it, they might be disappointed in the flavor.",-77.92,2,"['think', 'think', 'would', 'standard', 'yogurt', 'taste', 'even', 'tho', 'make', 'chobani', 'dont', 'mind', 'greek', 'yogurt', 'person', 'like', 'might', 'disappoint', 'flavor']"
Chobani Smooth,Meets Expectation,Had a good taste for a less sugar product.,44.04,5,"['good', 'taste', 'less', 'sugar', 'product']"
Chobani Smooth,Meets Expectation,Because of the name I expected it to be really smooth and have a good texture and it really didn't.,44.04,3,"['name', 'expect', 'really', 'smooth', 'good', 'texture', 'really', 'didnt']"
Chobani Smooth,Meets Expectation,"The package said  classic yogurt  but doesn't taste like classic yogurt to me at all (which I would consider Yoplait, Dannon, etc).",-39.5,2,"['package', 'say', 'classic', 'yogurt', 'doesnt', 'taste', 'like', 'classic', 'yogurt', 'would', 'consider', 'yoplait', 'dannon', 'etc']"
Chobani Smooth,Meets Expectation,I thought the packaging was very appealing.,0,3,"['think', 'packaging', 'appeal']"
Chobani Smooth,Meets Expectation,include greek yougurt on label info.,0,3,"['include', 'greek', 'yougurt', 'label', 'info']"
Chobani Smooth,Meets Expectation,"I thought the packaging was good.  I would have liked to have seen the ingredients listed.  If it was on the cover, I tossed it.",69.08,4,"['think', 'packaging', 'good', 'would', 'like', 'see', 'ingredient', 'list', 'cover', 'toss']"
Chobani Smooth,Meets Expectation,That it was regular yogurt and not Greek yogurt,0,4,"['regular', 'yogurt', 'greek', 'yogurt']"
Chobani Smooth,Meets Expectation,"The package should say SMOOTH AND THICK, not classic smooth.",0,3,"['package', 'say', 'smooth', 'thick', 'classic', 'smooth']"
Chobani Smooth,Meets Expectation,"The container being 1/2 full was the first surprise, the second surprise was the fact that the yogurt was gray in color.  Adding more strawberries would make it more pink.  Don't use food coloring.  I added a couple strawberries and suddenly it was pink.",49.39,1,"['container', '12', 'full', 'first', 'surprise', 'second', 'surprise', 'fact', 'yogurt', 'gray', 'color', 'add', 'strawberry', 'would', 'make', 'pink', 'dont', 'use', 'food', 'coloring', 'add', 'couple', 'strawberry', 'suddenly', 'pink']"
Chobani Smooth,Meets Expectation,There was nothing unexpected.  I might add a little more sweetner as it was a bit tart.,0,2,"['nothing', 'unexpected', 'might', 'add', 'little', 'sweetner', 'bit', 'tart']"
Chobani Smooth,Meets Expectation,too much red on outside of container,0,3,"['much', 'red', 'outside', 'container']"
Chobani Smooth,Meets Expectation,no changes,-29.6,3,['change']
Chobani Smooth,Meets Expectation,"The smooth and creamy is right on! The packaging is truthful, no change needed.",27.14,5,"['smooth', 'creamy', 'right', 'package', 'truthful', 'change', 'need']"
Chobani Smooth,Meets Expectation,I wouldn't change anything with the packaging,0,3,"['wouldnt', 'change', 'anything', 'packaging']"
Chobani Smooth,Meets Expectation,"Packaging stated  full of Real Fruit , none visible. I was also surprised to see that the package contained 2 servings. This seems misleading as this would likely be eaten all at once.",-20.23,3,"['packaging', 'state', 'full', 'real', 'fruit', 'none', 'visible', 'also', 'surprise', 'see', 'package', 'contain', '2', 'serving', 'seem', 'mislead', 'would', 'likely', 'eat']"
Chobani Smooth,Meets Expectation,The flavor was quite good for being a low fat product,27.16,4,"['flavor', 'quite', 'good', 'low', 'fat', 'product']"
Chobani Smooth,Meets Expectation,a little thin for yogurt,0,3,"['little', 'thin', 'yogurt']"
Chobani Smooth,Meets Expectation,The flavor was very sour tasting,0,2,"['flavor', 'sour', 'tasting']"
Chobani Smooth,Meets Expectation,I expected it to be tart and it wasn't at all,0,3,"['expect', 'tart', 'wasnt']"
Chobani Smooth,Meets Expectation,good packaging,44.04,4,"['good', 'packaging']"
Chobani Smooth,Meets Expectation,I wouldn't change anything on the packaging.,0,3,"['wouldnt', 'change', 'anything', 'packaging']"
Chobani Smooth,Meets Expectation,I thought there would be chunks of strawberries in it,0,4,"['thought', 'would', 'chunk', 'strawberry']"
Chobani Smooth,Meets Expectation,Flavor.  Much better than I expected it to taste.  The packaging is nice and bright colored.,82.25,5,"['flavor', 'much', 'well', 'expect', 'taste', 'packaging', 'nice', 'bright', 'color']"
Chobani Smooth,Meets Expectation,"I thought the packaging was very good , honest and represented exactly what was inside.",77.64,3,"['think', 'package', 'good', 'honest', 'represent', 'exactly', 'inside']"
Chobani Smooth,Meets Expectation,I was expecting it to taste more like greek yogurt because of the container but it tasted like regular yogurt which I prefer.,67.94,5,"['expect', 'taste', 'like', 'greek', 'yogurt', 'container', 'taste', 'like', 'regular', 'yogurt', 'prefer']"
Chobani Smooth,Meets Expectation,not much fruit in it,0,3,"['much', 'fruit']"
Yoplait OSY,Product Improvement,Thicker,0,,['thicker']
Chobani Smooth,Product Improvement,Could use a little extra flavor,0,,"['could', 'use', 'little', 'extra', 'flavor']"
Yoplait OSY,Product Improvement,I really enjoy this yogurt. I would keep it the same.,54.13,,"['really', 'enjoy', 'yogurt', 'would', 'keep']"
Chobani Smooth,Product Improvement,Larger container and more varieties,0,,"['large', 'container', 'variety']"
Yoplait OSY,Product Improvement,I'm not a real fan of the fruit that u stir into the product.  When I tore off the cover the top of the product was a bit watery and looked a little separated.,-4.18,,"['im', 'real', 'fan', 'fruit', 'u', 'stir', 'product', 'tore', 'cover', 'top', 'product', 'bit', 'watery', 'look', 'little', 'separated']"
Chobani Smooth,Product Improvement,It was TOO sweet! Way too sweet. I would not buy this because of the 19 grams of sugar. I feel as though the protein content should meet or exceed the amount of sugar in a container of yogurt.,74.24,,"['sweet', 'way', 'sweet', 'would', 'buy', '19', 'gram', 'sugar', 'feel', 'though', 'protein', 'content', 'meet', 'exceed', 'amount', 'sugar', 'container', 'yogurt']"
Yoplait OSY,Product Improvement,I would prefer slightly more fruit.,0,,"['would', 'prefer', 'slightly', 'fruit']"
Chobani Smooth,Product Improvement,"It was very watery. When I opened the lid, water splashed out. Even when I mixed it together, it was very runny.",0,,"['watery', 'open', 'lid', 'water', 'splash', 'even', 'mixed', 'together', 'runny']"
Yoplait OSY,Product Improvement,Eliminate or at least reduce the added cane sugar.,0,,"['eliminate', 'least', 'reduce', 'added', 'cane', 'sugar']"
Chobani Smooth,Product Improvement,I would like it to be a little thicker.  It should also have more/larger fruit pieces since the packaging says  real fruit .  I didn't have much fruit in my sample.,36.12,,"['would', 'like', 'little', 'thicker', 'also', 'morelarger', 'fruit', 'piece', 'since', 'packaging', 'say', 'real', 'fruit', 'didnt', 'much', 'fruit', 'sample']"
Yoplait OSY,Product Improvement,nothing comes to mind,0,,"['nothing', 'come', 'mind']"
Chobani Smooth,Product Improvement,"I would make it thicker, it was too watery",0,,"['would', 'make', 'thicker', 'watery']"
Yoplait OSY,Product Improvement,It's almost too tart/yogurty tasting. I woudl prefer not to have to mix the yogurt. The first view of the product is somewhat unpleasant as it's watery and chunky.,-42.28,,"['almost', 'tartyogurty', 'taste', 'woudl', 'prefer', 'mix', 'yogurt', 'first', 'view', 'product', 'somewhat', 'unpleasant', 'watery', 'chunky']"
Chobani Smooth,Product Improvement,Subtract bits of fruit from product since I don't feel there were that many fruit bites anyways. Make less sweet. Place nutrition facts on container.,40.33,,"['subtract', 'bit', 'fruit', 'product', 'since', 'dont', 'feel', 'many', 'fruit', 'bite', 'anyways', 'make', 'less', 'sweet', 'place', 'nutrition', 'fact', 'container']"
Yoplait OSY,Product Improvement,Color - brighter pink  Sweeter,38.18,,"['color', 'brighter', 'pink', 'sweeter']"
Chobani Smooth,Product Improvement,"Nothing. I like that it's lower in sugar than other yogurts, and that it has more protein.",-51.22,,"['nothing', 'like', 'low', 'sugar', 'yogurt', 'protein']"
Yoplait OSY,Product Improvement,it was perfect,57.19,,['perfect']
Chobani Smooth,Product Improvement,It needed mixing to get all of the products to be distributed evenly.,0,,"['need', 'mix', 'get', 'product', 'distribute', 'evenly']"
Yoplait OSY,Product Improvement,would love to see sugars at 12 grams,63.69,,"['would', 'love', 'see', 'sugar', '12', 'gram']"
Chobani Smooth,Product Improvement,More protein.,0,,['protein']
Yoplait OSY,Product Improvement,I personally didn't think that the product was very pleasant to look at upon stirring. I just didn't think that the fruit looked fresh and tasty.,70.89,,"['personally', 'didnt', 'think', 'product', 'pleasant', 'look', 'upon', 'stir', 'didnt', 'think', 'fruit', 'look', 'fresh', 'tasty']"
Chobani Smooth,Product Improvement,"more viscous, less runny",0,,"['viscous', 'less', 'runny']"
Yoplait OSY,Product Improvement,More strawberry chunks,0,,"['strawberry', 'chunk']"
Chobani Smooth,Product Improvement,It's too sour.  It's too thin and runny. It reminds me a little of one of those drinkable yogurts for small children.,0,,"['sour', 'thin', 'runny', 'remind', 'little', 'one', 'drinkable', 'yogurt', 'small', 'child']"
Yoplait OSY,Product Improvement,Strawberry pieces seemed limp/overly ripe-mushy texture. Hard to tell yogurt was strawberry flavor-almost a gelatin taste.,-10.27,,"['strawberry', 'piece', 'seem', 'limpoverly', 'ripemushy', 'texture', 'hard', 'tell', 'yogurt', 'strawberry', 'flavoralmost', 'gelatin', 'taste']"
Chobani Smooth,Product Improvement,Make it not so sweet! Add more fruit.,-52.88,,"['make', 'sweet', 'add', 'fruit']"
Yoplait OSY,Product Improvement,It is a little sour tasting.,0,,"['little', 'sour', 'tasting']"
Chobani Smooth,Product Improvement,"There was a slight tanginess or bitterness before the sweet finish. It's not that it needs more sweetness, but there is a noticeable tang to it.",33.92,,"['slight', 'tanginess', 'bitterness', 'sweet', 'finish', 'need', 'sweetness', 'noticeable', 'tang']"
Yoplait OSY,Product Improvement,"less amount of strawberries to mix in, seeds bothered me a little",-31.82,,"['less', 'amount', 'strawberry', 'mix', 'seed', 'bother', 'little']"
Chobani Smooth,Product Improvement,a little thicker,0,,"['little', 'thicker']"
Yoplait OSY,Product Improvement,Have the size of the container fit the amount of yogurt so either make the cup smaller or put more yogurt in the cup.,36.12,,"['size', 'container', 'fit', 'amount', 'yogurt', 'either', 'make', 'cup', 'small', 'put', 'yogurt', 'cup']"
Chobani Smooth,Product Improvement,Make more filling. I would have had to eat both to feel like I was half full.,36.12,,"['make', 'filling', 'would', 'eat', 'feel', 'like', 'half', 'full']"
Yoplait OSY,Product Improvement,"A little sweeter,  More strawberry chunks at the bottom of the cup.",0,,"['little', 'sweeter', 'strawberry', 'chunk', 'bottom', 'cup']"
Chobani Smooth,Product Improvement,"There were a few small fruit chunks that I did not like, especially because it is being marketed as smooth",-27.55,,"['small', 'fruit', 'chunk', 'like', 'especially', 'market', 'smooth']"
Yoplait OSY,Product Improvement,I would change the texture of the strawberries. It was too  jellied  and felt/tasted fake and artificial,-47.67,,"['would', 'change', 'texture', 'strawberry', 'jelly', 'felttasted', 'fake', 'artificial']"
Chobani Smooth,Product Improvement,Increase strawberry flavor a little.,31.82,,"['increase', 'strawberry', 'flavor', 'little']"
Yoplait OSY,Product Improvement,"Like above I would prefer a slightly bit smoother yogurt, but this would not prevent me from buying this in the future. This was a great product!",82.16,,"['like', 'would', 'prefer', 'slightly', 'bit', 'smooth', 'yogurt', 'would', 'prevent', 'buying', 'future', 'great', 'product']"
Chobani Smooth,Product Improvement,I'm not sure that I would change anything. I would like it better if it were Greek.,53.27,,"['im', 'sure', 'would', 'change', 'anything', 'would', 'like', 'good', 'greek']"
Yoplait OSY,Product Improvement,It would be nice to have more strawberry pieces.,42.15,,"['would', 'nice', 'strawberry', 'piece']"
Chobani Smooth,Product Improvement,I would like to see more pieces of fruit in the yogurt. It seemed sort of skimpy on number of fruit pieces.,42.15,,"['would', 'like', 'see', 'piece', 'fruit', 'yogurt', 'seem', 'sort', 'skimpy', 'number', 'fruit', 'piece']"
Yoplait OSY,Product Improvement,Would rather have the strawberry mixed into the yogurt (no fruit on the bottom).  I don't like the big strawberry pieces in the fruit on the bottom - not firm and fresh tasting.,-47.17,,"['would', 'rather', 'strawberry', 'mixed', 'yogurt', 'fruit', 'bottom', 'dont', 'like', 'big', 'strawberry', 'piece', 'fruit', 'bottom', 'firm', 'fresh', 'taste']"
Chobani Smooth,Product Improvement,I would love to see  fruit chunks  added as this would help to bring out the flavor and enhance it even more.,78.45,,"['would', 'love', 'see', 'fruit', 'chunk', 'add', 'would', 'help', 'bring', 'flavor', 'enhance', 'even']"
Yoplait OSY,Product Improvement,I didn't love the chunks. I like the fruit on the bottom to be smooth. It had quite a bit of sugar....15g per serving is more than I would like.,16.11,,"['didnt', 'love', 'chunk', 'like', 'fruit', 'bottom', 'smooth', 'quite', 'bit', 'sugar15g', 'per', 'serve', 'would', 'like']"
Chobani Smooth,Product Improvement,"A little runny, maybe a bit thicker, more fruit chunks",0,,"['little', 'runny', 'maybe', 'bit', 'thick', 'fruit', 'chunk']"
Yoplait OSY,Product Improvement,Consistency of the strawberry at the bottom might have been a little too thick.,0,,"['consistency', 'strawberry', 'bottom', 'might', 'little', 'thick']"
Chobani Smooth,Product Improvement,"I would have enjoyed more fruit chunks in the yogurt, but everything else about it I liked.",70.5,,"['would', 'enjoy', 'fruit', 'chunk', 'yogurt', 'everything', 'else', 'like']"
Yoplait OSY,Product Improvement,THERE CAN ALWAYS BE MORE FRUIT.,0,,"['always', 'fruit']"
Chobani Smooth,Product Improvement,Has an aftertaste and needs more fruit mixed in.,0,,"['aftertaste', 'need', 'fruit', 'mixed']"
Yoplait OSY,Product Improvement,"Have pre-stirred, mixing fruit pieces with yogurt.",0,,"['prestirred', 'mix', 'fruit', 'piece', 'yogurt']"
Chobani Smooth,Product Improvement,Nothing,0,,['nothing']
Yoplait OSY,Product Improvement,More real fruit,0,,"['real', 'fruit']"
