product_code,liking_free_text_no_punc_tokenized_no_stop_lemm,1,2,3,like_compound,question
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
581,love crispy tasteful nut like taste overpower im still able get taste peanut chewy sweet salty granola bar satisfies taste bud one simply isnt enough affordable individually package make perfect throw purse lunch box,0.9313,,,0.9313,Liking
623,love overall taste texture product bbq compliment salty well,0.8402,,,0.8402,Liking
802,taste amaze bbq go great sweet salty,0.8979,,,0.8979,Liking
581,light smoky flavor nice love crunch portion size great,0.9022,,,0.9022,Liking
623,great smoky bbq flavor love crunchy thing amaze crunch size good big small,0.9432,,,0.9432,Liking
802,like bbq flavor like crunch size like nut seed well,0.743,,,0.743,Liking
581,good peanut flavor,0.4404,,,0.4404,Liking
581,good peanut flavor,0.4404,,,0.4404,Liking
623,spicy,0,,,0,Liking
802,good peanut flavor,0.4404,,,0.4404,Liking
802,good peanut flavor,0.4404,,,0.4404,Liking
581,love crunchiness linger taste,0.6369,,,0.6369,Liking
623,love flavor linger taste taste hint bbq peanut butter assume whats really leave linger taste,0.3818,,,0.3818,Liking
802,one favorite 3 sample love taste meld together aftertaste bit settled two,0.802,,,0.802,Liking
581,like flavor bbq crunchiness bar big size peanut good,0.6597,,,0.6597,Liking
623,like hint sweetness product hint bbq flavor taste seed like crunch part bar minimal salty taste good like product remind eating bbq flavor potato chip wasnt chip delicious,0.9222,,,0.9222,Liking
802,like hardness crunchiness bar aftertaste bbq last liked much also like color bar brighter let know go bbq flavor,0.8555,,,0.8555,Liking
581,unique taste overpower savory salty invite appearance,-0.3491,,,-0.3491,Liking
623,crunch delightful savory bbq flavor great texture heavy refresh change pace,0.6419,,,0.6419,Liking
802,seem uniform look coloration slightly light last one attractive appeal,0.4926,,,0.4926,Liking
581,like crunchiness bar flavor unique would satisfy crave,0.6705,,,0.6705,Liking
623,like crunch bar,0.3612,,,0.3612,Liking
802,like savoriness bar craveable,0.3612,,,0.3612,Liking
581,unique granola bar tasty crunchy,0,,,0,Liking
581,unique granola bar tasty crunchy,0,,,0,Liking
623,unique granola bar tasty crunchy,0,,,0,Liking
623,unique granola bar tasty crunchy,0,,,0,Liking
802,unique product,0,,,0,Liking
581,like crunchy salty,0.3612,,,0.3612,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
581,crunchy,0,,,0,Liking
581,crunchy,0,,,0,Liking
581,crunchy,0,,,0,Liking
581,crunchy,0,,,0,Liking
581,crunchy,0,,,0,Liking
623,slight bbq taste,0,,,0,Liking
802,crunchiness,0,,,0,Liking
802,crunchiness,0,,,0,Liking
802,crunchiness,0,,,0,Liking
581,crunch great nice nuttiness it\x92s slightly smokey sweet good balance,0.9107,,,0.9107,Liking
623,it\x92s crunchy little sweetness like nuttiness savory flavor,0.6605,,,0.6605,Liking
802,good flavor subtle smokiness,0.4404,,,0.4404,Liking
581,nut,-0.3182,,,-0.3182,Liking
623,good peanut crunch love seed flavor overpower bbq slightly spicy much flavor,0.5499,,,0.5499,Liking
802,thick like peanut nut taste hint bbq much,-0.3263,,,-0.3263,Liking
581,smoky flavor salty make nut taste healthyish,-0.3182,,,-0.3182,Liking
623,great smoky flavor doesnt taste salty heavy peanut flavor product good size,0.7906,,,0.7906,Liking
802,smoky flavor salty nice crunch seem healthyish,-0.3252,,,-0.3252,Liking
581,bold smokey flavor,-0.2924,,,-0.2924,Liking
623,crunchy wholesome,0,,,0,Liking
802,one good blend smokey little sweet,0.6815,,,0.6815,Liking
581,certainly little mellow first one tried think also make memorable,0.1779,,,0.1779,Liking
623,rather nice burst misquite flavor slightly smokey savory way beef jerky would,0.2263,,,0.2263,Liking
802,think great balance sweet savory didnt think could bar form work well,0.7677,,,0.7677,Liking
581,nutty flavor product overwhelm maybe go kinda taste like bbq chip flavor peanut fan,0.1056,,,0.1056,Liking
623,like anything product texture weird undesirable like crunchy enough something bbq flavor uninspired whole concept confuse,-0.828,,,-0.828,Liking
802,texture fine there much else enjoy,-0.4664,,,-0.4664,Liking
581,perfect blend sweet salty,0.7717,,,0.7717,Liking
623,love bbq favor bold different bar ive,0.8591,,,0.8591,Liking
802,didnt enjoy flavor,-0.3875,,,-0.3875,Liking
581,like little bit sweet savory also taste healthy slight bbq taste,0.7859,,,0.7859,Liking
623,good smoky bbq flavor crunch bar,0.4404,,,0.4404,Liking
802,think one seed others good barbecue flavor,0.4404,,,0.4404,Liking
581,like see ingredient,0.3612,,,0.3612,Liking
623,like see ingredient smell appetizing like saltiness hint sweetness,0.802,,,0.802,Liking
802,like crunch different texture hint bbq,0.3612,,,0.3612,Liking
581,bit well bbq taste like sweet sour taste well,0.8591,,,0.8591,Liking
623,difficult tell taste doesnt come across positive way also odd texture compare nature valley bar eat past along weird aftertaste frown face eat,-0.5859,,,-0.5859,Liking
802,get good sweet sour balance much else,0.7096,,,0.7096,Liking
581,appearance color look like bbq kind orangy tangy look,0.3612,,,0.3612,Liking
623,bbq flavor slightly light like bold bbq taste,0.7684,,,0.7684,Liking
802,look exactly would picture bbq bar look like,0.3612,,,0.3612,Liking
581,crunch le orange 623 like overly nutty,0.3612,,,0.3612,Liking
623,one sweet 581 get nice balance nut oat,-0.2453,,,-0.2453,Liking
802,like bbq flavor feel balance like 623 quite smoky,0.3612,,,0.3612,Liking
581,sizetastetextureingredients,0,,,0,Liking
623,tastetexturesize ingredient,0,,,0,Liking
802,scenttastetexture,0,,,0,Liking
581,good smoky flavor really nails savory crave good combination textures various level crunch granola peanut,0.7003,,,0.7003,Liking
623,good crunch smoky bbq flavor really compliment roast peanut savory delicious,0.8707,,,0.8707,Liking
802,great crunch seem little bit thick little filling,0.6249,,,0.6249,Liking
581,like crunch product appearance still good good last product smoky bbq flavor good maybe people like milder flavor product would good,0.9552,,,0.9552,Liking
623,like appearance real food meaning mashup item cant figure like doesnt fall apart either im eat bar hold really like smoky savory flavor bar wouldnt even consider sweet tho know sweet play savory smoky essence savory flavor sweet part combo still hidden stand also seem strong flavor 3 bar like,0.9575,,,0.9575,Liking
802,peanut last sample could always use good flavor profile like savory bite give leaf good crunch texture fix like see ingredient,0.9349,,,0.9349,Liking
581,nothing,0,,,0,Liking
581,nothing,0,,,0,Liking
581,nothing,0,,,0,Liking
581,nothing,0,,,0,Liking
581,nothing,0,,,0,Liking
581,nothing,0,,,0,Liking
581,nothing,0,,,0,Liking
581,nothing,0,,,0,Liking
581,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
623,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
802,nothing,0,,,0,Liking
581,bar perfect balance bbq flavor granola crunch bbq flavor subtle first come nicely seconds isnt full overwhelming,0.7351,,,0.7351,Liking
623,product really flavorful definitely taste nut well bbq flavor upon first bite bar savory crunchy flavor wasnt overwhelm bbq add nice kick,0.765,,,0.765,Liking
802,nice crunch overall really like bar,-0.271,,,-0.271,Liking
581,whole lot honest crunchiness good seem fairly wholesome,0.7351,,,0.7351,Liking
623,definitely nature valley bar crunchy bit crumbly bbq flavor surprisingly decent little smoky tiny bit spicy overall bad,0.775,,,0.775,Liking
802,crunch texture good guess,0.4404,,,0.4404,Liking
581,taste savory crunchy,0,,,0,Liking
623,like savory crunchy taste,0.3612,,,0.3612,Liking
802,tasty savory crunchy,0,,,0,Liking
581,like sweet salty savory crunchy,0.6705,,,0.6705,Liking
623,like savory taste like it\x92s crunchy,0.6124,,,0.6124,Liking
802,like crunchiness savory taste,0.3612,,,0.3612,Liking
581,name smoky bbq come level expectation south raise around bbq pit smoker bbq sauce im present food thats call smoky bbq expect flash back kid grow south defiantly deliver,,0.128,,0.128,Meets Expectation
623,see pryer,,0,,0,Meets Expectation
802,best way say taste match name,,0.6369,,0.6369,Meets Expectation
581,expect peanut flavori know thats main ingredient ingredient flavor make better,,0.5927,,0.5927,Meets Expectation
623,flavor well thought would eat savory diet bar weight loss company taste like metal good,,0.1764,,0.1764,Meets Expectation
802,flavor good good thought would leave good flavor thought would taste like peanut didnt nice surprise buy flavor nuts bar would nice add variety snack,,0.9161,,0.9161,Meets Expectation
581,go study know wouldnt overly sweet granola bar,,0.4588,,0.4588,Meets Expectation
623,product seem like would imagine savory granola bar would taste like,,0.6124,,0.6124,Meets Expectation
802,nice size taste crunchiness,,0.4215,,0.4215,Meets Expectation
581,im really digging texture eat lot nature valley granola bar think prefer texture little less hard crunchy bbq remain bit potato chip might want flavor little clear one three capture im look new product type,,0.26,,0.26,Meets Expectation
623,feel promise flavor wasnt enough texture crunch nice good average bar salt enough good want clearer bbq taste,,0.81,,0.81,Meets Expectation
802,think texture ingredient taste slightly average bbq slightly expectation hint want feel first product hit mix bit well,,0.5927,,0.5927,Meets Expectation
581,smoky taste powering,,0,,0,Meets Expectation
623,smoky flavor strong bar leaf strange aftertaste mouth,,0.3612,,0.3612,Meets Expectation
802,flavor good could better,,0.7003,,0.7003,Meets Expectation
581,didnt expectation label bbq enjoy bbq flavor sauce chip interested try dont know would choose product chip product,,0.7334,,0.7334,Meets Expectation
623,compare first trial well expectation time like linger flavor bar,,0.7165,,0.7165,Meets Expectation
802,flavor immediately go also doesnt much flavor sample,,0,,0,Meets Expectation
581,first sight aroma fit right thought would taste wise,,0.6808,,0.6808,Meets Expectation
623,look taste like thought go,,0.3612,,0.3612,Meets Expectation
802,one tasted bit well last two,,0.4404,,0.4404,Meets Expectation
581,product meet expectation product expect barbecue flavor strong,,-0.4023,,-0.4023,Meets Expectation
623,product meet expectation way hard teeth,,-0.1027,,-0.1027,Meets Expectation
802,product meet expectation really flavorful,,0,,0,Meets Expectation
581,bit sweet,,0.4588,,0.4588,Meets Expectation
623,taste even well expect,,0.4404,,0.4404,Meets Expectation
802,taste expect taste,,0,,0,Meets Expectation
581,multitude texture much,,0,,0,Meets Expectation
623,think nature valley look like knock,,0.474,,0.474,Meets Expectation
802,think nature valley top healthy snack brand flavor appeal,,0.5423,,0.5423,Meets Expectation
581,expect good thing nature valley product good crunchy nut seed,,0.5423,,0.5423,Meets Expectation
623,thought go bbq coat bbq season actually like dry season well,,0.6597,,0.6597,Meets Expectation
802,nut bbq flavor good product would like variety nut,,0.0036,,0.0036,Meets Expectation
581,figure would tangy flavor expect orange tone color expect crunchy texture,,0,,0,Meets Expectation
623,expect flavor guess sort taste,,0,,0,Meets Expectation
802,pleasantly surprise enjoy bar much taste first 2 bar one best bunch expect like flavor 2 especially one prior one,,0.8857,,0.8857,Meets Expectation
581,good amount bbq flavor,,0.4404,,0.4404,Meets Expectation
623,enjoy crunchy bbq flavor unique,,0.4939,,0.4939,Meets Expectation
802,unique flavor make less guilty eat,,-0.3626,,-0.3626,Meets Expectation
581,shape texture crunch similar would expect nature valley product rat slightly well expect since enjoy peanut throughout product,,0.7102,,0.7102,Meets Expectation
623,bar go nature valley would expect product flavor good little strong could tone little,,0.715,,0.715,Meets Expectation
802,product similar look shape texture crunchiness nature valley product,,0,,0,Meets Expectation
581,expect well bbq flavor,,0.4404,,0.4404,Meets Expectation
623,bbq flavor great still identifiable nature valley bar,,0.6249,,0.6249,Meets Expectation
802,great crunch hard could definitely use bbq flavor though,,0.7962,,0.7962,Meets Expectation
581,seasoned way well expect taste fresher expect taste,,0.4404,,0.4404,Meets Expectation
623,didnt expect season well fresh taste,,0.6176,,0.6176,Meets Expectation
802,freshness overall taste,,0,,0,Meets Expectation
581,thing bbq granola bar would good,,0.4404,,0.4404,Meets Expectation
623,didnt think bbq granola would go well together,,0.2732,,0.2732,Meets Expectation
802,expect bbq overpower granola,,0,,0,Meets Expectation
581,expect crunchiness nature valley bar offer bbq flavor thats exactly get like messy original,,0.5588,,0.5588,Meets Expectation
623,didnt much flavor,,0,,0,Meets Expectation
802,didnt meet expectation didnt much bbq flavor,,0,,0,Meets Expectation
581,expect taste barbeque potatoe chip usually nail head bbq taste crunchy expect hit mouth alright good way could barely swallow,,-0.3837,,-0.3837,Meets Expectation
623,extremely unpleasant taste,,-0.5256,,-0.5256,Meets Expectation
802,really expect real bbq mouth cookout yet receive boxing match bunch flavor fighting spot,,-0.4404,,-0.4404,Meets Expectation
581,picture saw looked great idea flavor arent appeal taste smokey savory wouldnt reach grocery store,,0.3483,,0.3483,Meets Expectation
623,didnt expect taste great bbqflavored nut crunch picture look good flavor arent mix well,,0.734,,0.734,Meets Expectation
802,several try bbq flavor doesnt work bar tasty wouldnt purchase,,0,,0,Meets Expectation
581,thought would savory sweetness save day,,0.8402,,0.8402,Meets Expectation
623,savory would pronounce bbq flavor,,0,,0,Meets Expectation
802,noticeably smoky bbq savory sweet,,0.5046,,0.5046,Meets Expectation
581,like make savory slight hint sweet somewhere bite consistency good,,0.8126,,0.8126,Meets Expectation
623,enjoy nature valley product already option incorporate savory innovative company,,0.7707,,0.7707,Meets Expectation
802,packaging plain white didnt give nature valley expectation goodness shine like rest product,,0.6428,,0.6428,Meets Expectation
581,know bbq flavor taste like expect,,0.3612,,0.3612,Meets Expectation
623,slightly burnt flavor look little crumbly expect,,0,,0,Meets Expectation
802,taste like smokey bbq expect,,0.3612,,0.3612,Meets Expectation
581,expect sort bland really flavor,,0,,0,Meets Expectation
623,even though nut bar taste like bbq would almost pick bbq chip little snack size piece,,0.0516,,0.0516,Meets Expectation
802,lack flavor,,0,,0,Meets Expectation
581,dry aftertaste,,0,,0,Meets Expectation
623,gross want love bbq taste way bitter worchershire sauce taste,,-0.5557,,-0.5557,Meets Expectation
802,savory overly flavorful still slightly smokey salty,,0,,0,Meets Expectation
581,great product,,0.6249,,0.6249,Meets Expectation
623,sound great,,0.6249,,0.6249,Meets Expectation
802,look great,,0.6249,,0.6249,Meets Expectation
581,expect crunchy barbecue flavor peanut bar get,,0,,0,Meets Expectation
581,expect crunchy barbecue flavor peanut bar get,,0,,0,Meets Expectation
623,expect crunchy barbecue flavor bar get,,0,,0,Meets Expectation
802,expect crunchy barbecue flavor peanut bar get,,0,,0,Meets Expectation
802,expect crunchy barbecue flavor peanut bar get,,0,,0,Meets Expectation
581,good good texture still like 623 best,,0.9201,,0.9201,Meets Expectation
623,certain bbq snack ive try perfect bbq taste love taste,,0.5109,,0.5109,Meets Expectation
802,seem like bar rock hard compare others minimal flavor,,0.2732,,0.2732,Meets Expectation
581,bar savory delicious bbq flavour strong bold overpowering,,0.6486,,0.6486,Meets Expectation
623,savory nut base crunchy surprise tasty,,0.2878,,0.2878,Meets Expectation
802,bar delicious skeptical savory bar however bar exceed expectation flavorful bbq smoky flavor prominent overpower,,0.3604,,0.3604,Meets Expectation
581,didnt expect much,,0,,0,Meets Expectation
623,didnt think would good,,0.4404,,0.4404,Meets Expectation
802,didnt good expectation,,-0.3412,,-0.3412,Meets Expectation
581,good taste little spicy,,0.4404,,0.4404,Meets Expectation
623,thought might weird flavor actually go really well together i\x92d curious see stack barbecue chip,,0.6897,,0.6897,Meets Expectation
802,flavor good definitely satisfy savory need,,0.8126,,0.8126,Meets Expectation
581,much smoky bbq flavor crunchyoverall texture perfect,,0.7227,,0.7227,Meets Expectation
623,bbq flavor power need something tone flavor,,0,,0,Meets Expectation
802,expect bar crunchy much bbq smoky flavor,,0,,0,Meets Expectation
581,nice crunch overall barbeque flavor,,0.4215,,0.4215,Meets Expectation
623,wasnt sure first glance would enjoy bit onenote appearance,,0.3045,,0.3045,Meets Expectation
802,meet definition wow,,-0.6259,,-0.6259,Meets Expectation
581,peanut flavor much overpower bar right track less peanut pinch bbq would perfect,,0.5719,,0.5719,Meets Expectation
623,bbq flavor extremely overpower didnt like product make mouth taste like bbq afterward,,-0.5786,,-0.5786,Meets Expectation
802,flavor almost still bite strong hard really saw well meet expectation since nothing like market currently think thats whats make hardered,,0.6405,,0.6405,Meets Expectation
581,bbq enough give hint enough,,0,,0,Meets Expectation
623,taste like regular version first bbq kick expect taste like bbq,,0.6124,,0.6124,Meets Expectation
802,crunchy bbq snack like expect im definitely leave bbq flavor mouth expect,,0.6369,,0.6369,Meets Expectation
581,texture hardness granola bar expect product like,,0.3612,,0.3612,Meets Expectation
623,crunchy taste like granola bar,,0.3612,,0.3612,Meets Expectation
802,product meet expectation good texture granola bar,,0.4404,,0.4404,Meets Expectation
581,still bad doesnt taste good,,-0.7101,,-0.7101,Meets Expectation
623,love bbq potato chip simply bad,,-0.4854,,-0.4854,Meets Expectation
802,taste awfully,,0,,0,Meets Expectation
581,flavor work well together right amount,,0.3384,,0.3384,Meets Expectation
623,usually people add much smoke flavor taste like grill,,0.3612,,0.3612,Meets Expectation
802,sometimes get smoke flavor right hard,,-0.1027,,-0.1027,Meets Expectation
581,bar thicker expect nature valley two slim bar pack together make substantial fill flavor introduce taste palette desirable satisfy way first two snack test wasnt sure go love three bar leave wish,,0.7694,,0.7694,Meets Expectation
623,barbecue flavor peanut visible expect crunch first bite bar provide,,0,,0,Meets Expectation
802,expect barbecue flavor onion barbecue usually work conjunction one another id describe bar smoky onion barbecue smoky barbecue onion,,0,,0,Meets Expectation
581,crunchy sure id describe hard add savory flavor granola bar seem like good idea one hadnt try,,0.6196,,0.6196,Meets Expectation
623,wasnt really sure expect product like thought flavor decent taste fit expectation,,0.5518,,0.5518,Meets Expectation
802,havent bbq bar taste test well expect,,0.4404,,0.4404,Meets Expectation
581,expect enjoyable flavor,,0.4877,,0.4877,Meets Expectation
623,didnt really like flavor peanut butter flavor smoky didnt like,,-0.5652,,-0.5652,Meets Expectation
802,thought would taste like bbq much peanut butter,,0.4201,,0.4201,Meets Expectation
581,th crunchiness bar spot good consistency break easily stay solid whole tasting,,0.7096,,0.7096,Meets Expectation
623,wasn\x92t expect flavor amaze specially icoming nature valley bbq flavor love,,0.8402,,0.8402,Meets Expectation
802,nature valley usually crunchy stable far bar go color course also look lot shinnier regular bar,,0.1531,,0.1531,Meets Expectation
581,well never taste anything like taste different like different good,,0.7935,,0.7935,Meets Expectation
623,think product unique taste really good thought gon na good different,,0.7496,,0.7496,Meets Expectation
802,never taste something like taste actually really good,,0.5768,,0.5768,Meets Expectation
581,it\x92s new different combination bbq peanuts together taste great,,0.6249,,0.6249,Meets Expectation
623,new different read bbq think taste good peanut wasent case,,-0.1786,,-0.1786,Meets Expectation
802,new different love bbq taste bar,,0.6369,,0.6369,Meets Expectation
581,like one taste much well two,,0.6597,,0.6597,Meets Expectation
623,like taste appearance flavor confuse,,-0.4606,,-0.4606,Meets Expectation
802,answer base taste sample bbq one product little good one like less bbq salty flavor,,0.6258,,0.6258,Meets Expectation
581,nice crunch enough savory sweetness,,0.7184,,0.7184,Meets Expectation
623,usually dont like sweet savory thing together delicious,,0.5796,,0.5796,Meets Expectation
802,expect aftertaste,,0,,0,Meets Expectation
581,doesnt enough smoky bbq flavor opinion,,0,,0,Meets Expectation
623,expect different slightly unfulfilling smoky bbq angle,,0,,0,Meets Expectation
802,expect lackluster version smoky slightly sweet savory taste afterwards good,,0.8131,,0.8131,Meets Expectation
581,really know expect,,0,,0,Meets Expectation
623,wasnt expect confuse taste,,-0.2944,,-0.2944,Meets Expectation
802,didnt really know expect although bbq flavor strong nutty flavor,,-0.4439,,-0.4439,Meets Expectation
581,flavor amaze taste hint bbq nutty flavor go well together,,0.7346,,0.7346,Meets Expectation
623,love crunchiness flavor love barbeque nutty flavor also hard bite,,0.8656,,0.8656,Meets Expectation
802,think barbeque flavor go really strong overpower great smoky flavor want keep eating bar,,0.8379,,0.8379,Meets Expectation
581,nearly enough flavor kind flavorless bar,,0,,0,Meets Expectation
623,smoky bbq taste taste nut well,,-0.0516,,-0.0516,Meets Expectation
802,flavor three bar perhaps much taste overpower concern breath,,0,,0,Meets Expectation
581,dont normally associate nature valley crunchy snackbreakfast bar bbq rather peanut butter almond granola think initial thought bbq bar sort gross really blow away low expectation,,-0.647,,-0.647,Meets Expectation
623,dont normally put combo together via bbq granola bar,,0,,0,Meets Expectation
802,think breakfast bar bbq flavor use nv bar,,0,,0,Meets Expectation
581,product right balance flavor wasnt salty sweet didnt linger aftertaste,,0.4588,,0.4588,Meets Expectation
623,wasnt expect first bite enjoyable subtle bbq flavor anticipate go overwhelm linger aftertaste however,,0.4404,,0.4404,Meets Expectation
802,expect sweeter bbq flavor something close tasting like charcoal burnt flavor,,0.3612,,0.3612,Meets Expectation
581,pack serious flavor small bite look first really didnt expect,,-0.0772,,-0.0772,Meets Expectation
623,flavor really amaze small bite pack lot flavor,,0.624,,0.624,Meets Expectation
802,product doesnt look like itll pack much flavor actually look appetizing didnt expect much flavor come,,-0.1419,,-0.1419,Meets Expectation
581,thought would sweeter savory,,0,,0,Meets Expectation
623,size sweet taste get eat great,,0.7964,,0.7964,Meets Expectation
802,like bbq flavor mix well nut taste,,-0.4449,,-0.4449,Meets Expectation
581,didnt like flavor,,-0.2755,,-0.2755,Meets Expectation
581,didnt like flavor,,-0.2755,,-0.2755,Meets Expectation
623,didnt like flavor,,-0.2755,,-0.2755,Meets Expectation
623,didnt like flavor,,-0.2755,,-0.2755,Meets Expectation
802,flavor well expect could well think,,0.7003,,0.7003,Meets Expectation
581,crunchy appetizing,,0,,0,Meets Expectation
623,flavor match,,0,,0,Meets Expectation
802,taste way describe,,0,,0,Meets Expectation
581,flavor good barbecue leave little desired,,0.4947,,0.4947,Meets Expectation
623,taste barbecue nut crunch advertise bar deliver flavor unique,,0,,0,Meets Expectation
802,didn\x92t expect taste strong pleasantly surprised bar meet goal combine barbecue nutty taste satisfy crave enjoyable taste make want,,0.9513,,0.9513,Meets Expectation
581,crunch appearance expect,,0,,0,Meets Expectation
623,crunch appearance,,0,,0,Meets Expectation
802,mesquite bbq taste that\x92s think it\x92d taste like base smell ingredient,,0.3612,,0.3612,Meets Expectation
581,salty like good balance flavor,,0.0757,,0.0757,Meets Expectation
623,expect balance flavor crunch,,0,,0,Meets Expectation
802,flavor balance crunch sweet expect,,0.4588,,0.4588,Meets Expectation
581,yummy great combination flavor,,0.8425,,0.8425,Meets Expectation
623,flavor combination amaze good texture,,0.7717,,0.7717,Meets Expectation
802,didnt really solid expectation think granola bar like trail mix bar mix yummy,,0.8387,,0.8387,Meets Expectation
581,sweet hint,,0.4588,,0.4588,Meets Expectation
623,expect taste bad much well anticipated,,0.3818,,0.3818,Meets Expectation
802,really taste bbq flavor remind bbq potato chip,,0,,0,Meets Expectation
581,expect taste good never savory type crunchy bar,,0.5777,,0.5777,Meets Expectation
623,dont taste smokyness flavor,,0,,0,Meets Expectation
802,honestly think might nasty never savory type crunchy bar,,-0.1531,,-0.1531,Meets Expectation
581,didn\x92t really good taste,,0.4902,,0.4902,Meets Expectation
623,it\x92s surprisingly wholesome tasty,,0.296,,0.296,Meets Expectation
802,expect nasty think nature valley u don\x92t think savory remind eat bag bbq chip bbq chicken wholesome,,-0.3182,,-0.3182,Meets Expectation
581,enjoy bar,,0.5106,,0.5106,Meets Expectation
623,think flavor would nutty,,0,,0,Meets Expectation
802,find flavor fake,,-0.5256,,-0.5256,Meets Expectation
581,light smoke bbq flavor strong bold,,-0.0142,,-0.0142,Meets Expectation
623,isnt flavorful bite good linger aftertaste either,,-0.0085,,-0.0085,Meets Expectation
802,overall great combo flavor smoke bbq bearing long lasting aftertaste make want take another bite,,0.6597,,0.6597,Meets Expectation
581,one bit sweet aftertaste overwhelm bbq flavor,,0.4939,,0.4939,Meets Expectation
623,taste match name level bbq taste bar overpowering,,0,,0,Meets Expectation
802,eaten several nature valley granola bar past sweet unexpected savory taste would normally expect brand,,0.5095,,0.5095,Meets Expectation
581,think nature valley think sweet granola bar nice surprise good bbq jesus smokey sweep nice crunch without dry dense,,0.9118,,0.9118,Meets Expectation
623,seem like typical barbecue snack flavor sort generic would expect something special really stand however,,0.0624,,0.0624,Meets Expectation
802,bbq taste intense didnt feel like satisfy bbq flavor way smokey flavor much overpower couldnt taste anything else besides smoke,,0.2937,,0.2937,Meets Expectation
581,dont really taste bbq faint,,0,,0,Meets Expectation
623,impressive impart flavor nut bar different,,0.5106,,0.5106,Meets Expectation
802,dont gravitate towards smoky flavor tend linger throughout day definitely smoky anticipated,,0.2144,,0.2144,Meets Expectation
581,flavor miss something taste smokiness however miss bbq,,-0.5267,,-0.5267,Meets Expectation
623,product good expect,,-0.3412,,-0.3412,Meets Expectation
802,like bbq like nut however combination together,,0.128,,0.128,Meets Expectation
581,didn\x92t like bar leave bitter aftertaste mouth,,-0.0772,,-0.0772,Meets Expectation
623,bar okay well,,0.5859,,0.5859,Meets Expectation
802,barbecue flavor doesn\x92t taste good,,0.4404,,0.4404,Meets Expectation
581,it\x92s get sweet aspect,,0.4588,,0.4588,Meets Expectation
623,taste like you\x92d think would,,0.3612,,0.3612,Meets Expectation
802,it\x92s good product i\x92m much bbq flavor general,,0.4404,,0.4404,Meets Expectation
581,bbq crunchy bar,,0,,0,Meets Expectation
623,hard capture bbq flavor wasn\x92t surprise,,0.197,,0.197,Meets Expectation
802,name clue may taste like,,0.3612,,0.3612,Meets Expectation
581,bbq flavor power didnt mix well ingredient,,-0.2057,,-0.2057,Meets Expectation
623,flavor didnt go well together bbq flavor much,,-0.2057,,-0.2057,Meets Expectation
802,bbq flavor much,,0,,0,Meets Expectation
581,product exactly think would love flavor,,0.725,,0.725,Meets Expectation
623,expect taste way,,0,,0,Meets Expectation
802,like taste product,,-0.2755,,-0.2755,Meets Expectation
581,flavor would expect nature valley crunchy wholesome factor still present familiar,,0,,0,Meets Expectation
623,flavor combination profile would expect honestly taste cheap uninspired similar quick stop snack purchase trust name brand,,-0.1911,,-0.1911,Meets Expectation
802,im fan nature valley im please bar state smoke flavor much would like sweet honey flavor nature valley well,,0.8332,,0.8332,Meets Expectation
581,underwhelmed flavor think bar much well,,0.4404,,0.4404,Meets Expectation
623,sure mix go second time try good,,0.5218,,0.5218,Meets Expectation
802,look appetizing need well taste combination maybe introduce tomato flavor go sweeter,,0.5927,,0.5927,Meets Expectation
581,nice size crunchy weird aftertaste,,-0.0258,,-0.0258,Meets Expectation
623,nice sensory snack good flavor smell texture appearance,,0.7178,,0.7178,Meets Expectation
802,difficult bar bite crunchy rock hard bar,,0.2498,,0.2498,Meets Expectation
581,maybe dont really know expecations since bbq granola bar whole new concept end think granola bar sweet breakfast item rather tangy spicey,,0.6124,,0.6124,Meets Expectation
623,think sweet granola poteien energy breakfast bar go something sweet realy spcky like bar form would better snack mix,,0.9136,,0.9136,Meets Expectation
802,thought would mild bbq also expect granola bar sweet take guard,,0.4588,,0.4588,Meets Expectation
581,clue expect really good,,0.61,,0.61,Meets Expectation
623,idea expect great,,0.7463,,0.7463,Meets Expectation
802,sure expect see box office snack,,-0.1232,,-0.1232,Meets Expectation
581,think bbq flavor bar taste would expect exception little salty,,0,,0,Meets Expectation
623,bbq flavor strong leave salty flavor mouth,,0.5563,,0.5563,Meets Expectation
