product_code,liking,liking_free_text,meets_expectation,meets_expectation_free_text,product_improvement_free_text
802,7,It leaves a similar after taste compared to a BBQ chip,4,i think of a breakfast bar and BBQ is not a flavor that I am used to with a NV bar,nothing comes to mind
581,9,Great sweet and salty taste.,5,Product  was the right balance between each flavor; wasn't too salty or too sweet. Didn't have any lingering aftertaste.,I wouldn't make any changes to this product.
623,8,The first bite has a subtle BBQ flavor and the salty/savory flavor is released after chewing. There's a sweet aftertaste.,4,"I wasn't expecting the first bite to have such an enjoyable, subtle, BBQ flavor. I anticipated that it was going to be overwhelming and have a lingering aftertaste, however it did not.",I would use cashews instead of peanuts.
802,2,I like the hint of BBQ flavor you taste after the initial bite.,2,"I was expecting a sweeter BBQ flavor, not something so close to tasting like charcoal. It was a burnt flavor to it.","The smokey taste, and the lingering aftertaste, are not appealing. I would enjoy the BBQ flavor without the smokiness. The bar tastes as if it's been burnt/spent too much time on the grill."
581,9,"It's very flavorful. Much more savory than sweet. The crunch and texture is unexpected because the bar is on the thinner side, but I really like it",5,It packs serious flavor in a small bite. Looking at it at first I really didn't expect it,Maybe make it a touch more salty.
623,9,It's very savory and full of flavor. It's crunchier than I expected.,5,The flavor is really amazing. Small bite packs lots of flavor,Make a bar a little bigger
802,9,"It's very flavorful, crunchy, sweet and savory at once. I like the texture too. It's not as hard as it looks to be originally but it has a good crunch",5,"The product doesn't look like it'll pack as much flavor as it actually does. It looks appetizing, but I didn't expect that much flavor to come through","I like that its sweet and savory, but after taking another bite I'm looking for more savory than sweet. Maybe very slightly tone down sweetness"
581,2,I like the size and the fact that you could see the seeds in it,2,I thought it would be sweeter and more savory,The overall taste
623,7,It has a sweet taste to it,3,The size and the sweet taste how get when eating it was great,I think adding a little more nut taste with this one would make the flavor better
802,3,I like that is bar and the right size,2,I did not like the BBQ flavoring . It did not mix well with the nut taste,Make it more sweet
581,4,i didn't really like it. flavor wasn't good to me,2,i didn't like the flavor,better flavor
623,6,not great flavor,2,i didn't like the flavor,better flavor
802,7,it has pretty decent flavor  crunchy  not very salty to me,4,"flavor is better than i expected, but could be better, i think","it has good flavor, but i think it could be a bit bolder"
581,7,Flavor and consistency,4,Crunchy and appetizing,Nothing
623,7,Flavor and consistency,3,The flavor matches,Nothing
802,7,bbq flavor is unique,3,Because it tastes the way it is described,"nothing, it's flavorful"
581,6,The bar was great tasting it just didn’t taste as much like barbecue as I would’ve liked. I liked the strong roasted nut flavor but I would’ve liked a stronger barbecue flavor. The overall taste and aftertaste was good it was still enjoyable.,2,"The flavor was good, but the barbecue left a little to be desired.",More barbecue I would’ve liked. The bar wasn’t as robust as the previous bar where I liked the strong flavor. Adding more spice or flavor to get a fuller first bite is what I recommend.
623,7,"The bar has a unique taste, it has a strong barbecue taste but also strong roasted nut taste. I like the appetizing flavor and after taste. The bar isn't too much of either and I can take multiple bites and still want more.",3,I tasted the barbecue and nut crunch as advertised. The bar delivered on the flavor and is unique.,I would increase the barbecue flavor and strengthen the after taste. This would make the flavor more bold and craveable. The first bite is a bit flat and I think more barbecue flavor can fix that.
802,8,I like the strong barbecue flavor and the nutty texture the bar has. It’s flavor is strong and hits you immediately. I also like the aftertaste it tastes like bbq ribs and it lasts a long time. I enjoyed this bar very much.,5,I didn’t expect the taste to be as strong as it was but was pleasantly surprised. This bar met the goal of combining a barbecue and nutty taste that can satisfy a craving and have an enjoyable taste that makes you want more.,If I could change something I would make it a bit softer because it breaks apart easily.
581,5,The subtle hint of bbq,3,The crunch and appearance are as I expected them to be.,"Maybe adding more bbq, the flavor is fine. There just needs to be more bbq"
623,1,The crunch,1,The crunch and appearance,The taste of this I very weird and leaves a nasty aftertaste. It’d like a smoky bbq but not a good one. When you first bite it you don’t get any flavor. It’s only in the aftertaste.
802,4,This product taste the most like BBQ of the three and has a nice crunch.,3,This has a mesquite bbq taste and that’s what I thought it’d taste like based on the smell and ingredients.,Having more of the BBQ taste and a little more sweetness.
581,6,The balance of the flavor was too off and it was too salty.,2,It was too salty for my liking and did not have a good balance of flavor,It would be better if it was less salty
623,7,This one had a better balance of sweet and savory and the crunch was tasty.,3,It was just as I expect with the balance of flavor and crunch,I would make the biscuit a bit thicker
802,8,I like the sweet and savory taste of BBQ for this bar. It is a good balance of flavors and is enjoyable.,3,It was the flavor and the balance of crunch and sweet I was expecting,I would dial down on the smoke flavor .
581,8,I like the mixture of the bbq flavor and nuts,4,Its very yummy and a great combination of flavors,I would maybe leave the nuts in bigger pieces.
623,9,I love the bbq flavor,5,The flavor combination is amazing and has such a good texture,nothing. I think it's perfect
802,8,I really enjoyed the savory flavor.  There is a great combination of nutty flavor and bbq flavor,4,I didn't really have a solid expectation when thinking of a granola bar.. but this is like a trail mix or bar mix. So yummy,I think I would add a bit more of the bbq flavor
581,3,I did not like this product it was sweet and savory and the taste was off,1,It has a sweet hint,Can this product and use the first sample or last sample
623,7,Good flavor tastes almost identical to sample 1,4,I was expecting it to taste bad but it was much better than I anticipated,Maybe less onion powder
802,6,Its savory the flavors and scent are over powering I am not sure if I would want to eat this on the go,4,I really can taste the bbq flavor. Reminds me of bbq potato chips,Somehow mask the scent more I feel like my breath smells now
581,8,I like the light BBQ flavor and the crunchiness.,4,I was not expecting it to taste so good because i have never a savory type of crunchy bar.,"Maybe a little sweeter, like a sweet light BBQ flavor."
623,8,I like the BBQ flavor and the sweetness. Its a little more sweeter than the other bars.,4,I dont taste any smoky-ness flavor,"It has less BBQ flavor, so maybe a stronger BBQ flavor."
802,8,I like the BBQ Flavor. I like that it is savory. I like the crunchiness.,4,i honestly thought it might be nasty as i have never had a savory type of crunchy bar.,Maybe a little more sweeter as i like sweet BBQ flavors.
581,4,The crunchiness,2,It didn’t really have a good taste to it,The flavor is off
623,6,It’s crunchy and savory,4,It’s surprisingly very  wholesome and tasty,Add a little sweet
802,7,The savory the bbq flavor really stands out and the crunchiness,4,I expected it to be nasty because when you think nature valley u don’t  Think savory but this reminded me of eating a bag of bbq chips  Or bbq chicken very wholesome,Mayb the appearance Mayb add a little sweet but with the bbq flavor very present
581,7,"nice crunch, not too strong of a bbq flavor",4,i enjoyed the bar,nothing
623,4,A little too strong of a bbq smell,2,thought the flavor would be more nutty,cut the bbq flavor
802,3,Don't like the bbq flavor. It has a weird aftertaste,2,found the flavor very fake,discontinue it
581,8,I like the flavor and the crunch. Doesn't have as much smoky flavor as the previous bar and not as strong of an aftertaste.,2,It is a very light smoke and bbq flavor not very strong or bold.,"I would add more BBQ flavoring in, it seams like its missing a little bit."
623,7,"Not a very strong flavor, could use more smoke and BBQ",2,It isn't as flavorful after having a few bites. NO good lingering aftertaste either,"Add more flavoring either stronger BBQ and/or smoke, probably both"
802,8,"I love the smoky flavor, it stays with you for awhile. It's not spicy but I taste a small amount of heat. Good crunch",5,It has an overall great combo of flavor of smoke and BBQ. not over bearing and long lasting aftertaste that makes me want to take another bite,Nothing I believe this one is my favorite.
581,6,I like the BBQ that is left in my mouth after I finish eating it as well as the peanuts and texture.,2,"Again, this one had a bit of a sweet aftertaste to it, which overwhelmed the BBQ flavor.","I feel like it's too sweet, I wish it was more savory. I can see myself feeling sick afterwards."
623,7,i like that it has a very savory and smokey taste. There is no sweet aftertaste.,3,The taste matches the name and the level of BBQ I can taste in the bar. It's not too overpowering.,I really don't like how it's so crumbly
802,8,"I like the texture of the peanuts and seeds. I also like the smokey BBQ flavoring. It has a nice aftertaste, and I like the crunch of the peanuts.",4,"I have eaten several Nature Valley granola bars in the past, and they have all been very sweet. It was very unexpected for it to have such a savory taste. It's not what I would normally expect from the brand.","It's very crumbly, and it makes quite a mess. Otherwise, I think it's an interesting take on the Nature Valley brand."
581,7,I enjoyed the crunch to this one and it was more dense than the previous so I like that. I like the overall barbecue flavor because it did have a nice sweetness to it and it seemed like it had more nuts which was a good thing for me. Overall it had a good balance of salty and sweet from the barbecue flavor,4,Thinking of Nature's Valley I think sweet and granola bars and this was a nice surprise with a good BBQ Jesus that was for Smokey and a sweep and had a nice crunch to it without being dry or too dense,Honestly for this product I can't think of anything that I would want to change except to maybe make it bigger because I would want more
623,6,I like that it has a nice crunch to it and there's more of a sweet barbecue flavor,3,It seems like a typical barbecue snack. The flavor itself is sort of generic and what I would expect. it's not something special that really stands out however,I feel like this one could definitely be denser because there is a nice crunch but then like the first one it crumbles a little. Also the barbecue flavor is a little too sweet for me
802,4,I like the crunch to it,2,"The BBQ taste was too intense and I didn't feel like it was a satisfying BBQ flavor. It was way too smokey in the flavor, so much so that it was overpowering and I couldn't taste anything else besides the smoke",It was too crumbly.  I expected it to be more crunchy but the bar just sort of crumbled in my mouth after taking a bite and it wasn't very dense. It seemed like it was going to be a solid crunchy kind of snack but was exactly the opposite so I would prefer to see it have a more solid consistency.
581,6,"The peanut flavor is good. It has less heat, so thats nice too.",2,I don't really taste the BBQ. It's more faint.,Stronger BBQ flavor without the heat that comes with it. The BBQ flavor seems to be much more subtle with this sample.
623,8,"This was the only sample not broken, but it just looks better. Better BBQ flavor, although it's a little too spicy.",4,Just impressive to impart this flavor in a nut bar. It's different.,More BBQ flavor less heat
802,8,"It's very unique, doesn't remind me of anything I've tasted before. I love the nutty smoky BBQ flavor.",4,"I don't gravitate towards smoky flavor because it tends to linger throughout the day, it's definitely smoky, but not how I anticipated.","It's very savory, a kick of sweet/acid or something could temper the kick of the smoky BBQ seasoning. If would be nice if the the peanuts had some kind of mildly sweet taste. I wasn't expecting it to be spicy."
581,3,The appearance. The product appears to be very appetizing.,3,"The flavor is missing something. I taste the smokiness; however, it is missing the BBQ.","The taste. There is not enough flavor on the product, to me."
623,5,I like the appearance of the product. The product appears as though it will be tasty.,3,The product is not as good as expected.,Add more sweetness to the taste.
802,2,"I like the appearance of the product. The seeds and nuts. However, it does not have a sweet or savory taste to it. It's as though it is missing something. There is a strange after taste after eating the product as well. I am not sure if it is the nuts, seed or light BBQ that gives that taste. I don't like it.",2,"I like BBQ and I like nuts; however, the combination together is a no.",I would make this product either sweeter adding some fruits (cranberries or raisin) or more of a BBQ taste.
581,1,The crunchy is great. I also like that I can see the seeds and peanuts.,1,I didn’t like this bar at all. It left a bitter aftertaste in my mouth.,The smokeness is too much for me.
623,6,The texture and it doesn’t leave a bitter taste in my mouth.,3,This bar is okay. It can be better.,I would get rid of the heat in it. It also needs more sweetness.
802,6,The crunch is very good. I also like the nuts and seeds.,2,The barbecue flavor doesn’t taste good.,The barbecue flavor tastes plasticky to me. I don’t like it.
581,6,It’s got a sweet aspect to it. And not too bbq flavored compared to the last one.,4,It’s got that sweet aspect,Stronger flavor
623,4,It’s got a nice flavor to it,3,It tasted like you’d think it would.,A more distinct flavor would be nice. It tasted like Chex mix to me.
802,4,I just personally don’t really like BBQ flavored things.,3,It’s a good product. I’m just not much for BBQ flavor in general.,"I mean it’s not a bad product, maybe add some other flavors."
581,6,Crunchy,3,BBQ crunchy bar,More savory flavors
623,6,Crunchy,3,"Hard to capture bbq flavor, so I wasn’t surprised",More flavor
802,4,Crunchiness,3,Name clued me in to what it may taste like,More savory
581,2,I like the crunchy texture,2,BBQ flavor was too over powering and didn't mix well with other ingredients,Flavors did not mix well together
623,3,The texture and crunch,2,The flavors didn't go well together and the BBQ flavor was too much,The BBQ flavor is too much with other ingredients
802,1,I like the crunchiness of it,2,The BBQ flavor was too much.,On paper the ingredients sound good together but did not taste well together. Think there was too much BBQ flavor
581,8,The taste was amazing! I loved the crunchiness also!,4,This product was exactly what I thought it would be and more! I love the flavor!,Add more sweetness
623,2,Did not like the taste nor the crunchiness. The appearance was appealing,2,Did not expect it to taste the way it did,Taste and flavor
802,2,The appearance of the product is acceptable.,1,I did not like the taste of the product.,The taste overall.
581,1,"Although this bar tastes slightly less smoky, it still has a flat, unsatisfactory taste and profile. Again - more honey, sweet flavors are needed.",2,Not a flavor I would expect from Nature Valley. The crunchy and wholesome factors are still present and familiar.,More honey and sweet notes.
623,1,"Flavor profile is too smoky and flat, unsatisfactory aftertaste. Needs a less smoky and BBQ flavor and more honey, sweet flavors.",2,Not the flavor combination or profile I would expect. Honestly it tastes cheap and uninspired. Similar to a quick stop snack I can purchase that is not a trusted name brand.,"Needs a less smoky and BBQ flavor and more honey, sweet flavors. Overall I do not think this was a great idea for a Nature Valley bar. The BBQ is not interesting."
802,1,The smoky taste is overwhelming; after taste is displeasing; flavors profile is confusing at times; does not sit well with my aesthetic when it comes to nut bars and flavor,1,"I'm a fan of Nature Valley but I'm not at all pleased by this bar. As stated before, smoke flavor is too much. I would like to have more of the sweet and honey flavor that Nature Valley does well.",I don't think you can make this Smoky BBQ flavored bar better in my opinion; I would more than likely not eat a nut bar flavored like BBQ - possibly lessen the smokey flavor and increase the sweet additive - maybe a slight bit of honey
581,6,I guess since it is subtle between sweet and savory,2,I was underwhelmed with the flavor.  I think their other bars are much better,"It has an aftertaste - it needs a bit more spice or go in the other direction with sweetness, like maple.  Add tomato and salt flavors and maybe pepper"
623,6,It's a nice tangy sweet mix,3,"I was not sure what the mix was going to be but the second time I tried it, it was better.","probably add a bit of tomato, saltiness and pepper to it"
802,4,Interesting taste at first in terms of the spiciness,2,It looked appetizing but needs a better taste combination - maybe introduce a tomato flavor more or go sweeter,"It has an aftertaste, so maybe increase the sweet ingredients"
581,9,"I like the smell of the product, the appearance looks very  natural  and the texture and flavor are very nice",5,"nice size, and not too crunchy and no weird aftertaste",more flavor
623,9,"I like the smell of the product, the appearance looks very  natural  and the texture and flavor are very nice",5,"it is a very nice sensory snack. good flavor, smell, texture, appearance",more flavor
802,9,"I like the smell of the product, the appearance looks very  natural  and the texture and flavor are very nice",5,Its not a difficult bar to bite into - its crunchy but its not a rock hard bar.,maybe increase the flavor a little bit
581,3,"The crunch, texture and size. I like the ingredients in it other then the BBQ",2,maybe i dont really know what my expecations were since a BBQ granola bar is as whole new concept to me. but in the end I think of my granola bars being sweet and a breakfast item rather than tangy and spicey,"I weoudl take out the BBQ, jsut stick with the honey, cinnamon type of flavors"
623,3,I like the crunch. I like the granola and nuts in it as well as the size of the product.,2,"I just think of sweet when i have a granola or poteien, energy or breakfast bar. So i as going in for something sweet and it was realy just too spcky for my liking in the bar form, it would be better as a snack mix",I really just dont like the BBQ flavor to be honest. It just seemed and odd combination  personally
802,4,The crunch is really good an the more you eat it the more you get used to it. It has a nice balance of sweet and savory and feels like it should be healthy,2,i just thought it would be a more mild bbq. I also expect granola bars to be sweet so it was taken off guard,it jsut personally dont like the BBQ it was too tangy and made and at all breakfasty which is when i like to eat my granola bars
581,9,"I really like the flavor and crunch, number 2/3 for me",5,"I had no clue what to expect, but this was really good!",I think a little less crunch would be good
623,8,"I like the crunch on this one and the flavor is very good, this is 3/3 for me",5,"I had no idea what to expect, but these are great!",I think there needs to be a bit more BBQ flavor on this one.
802,9,"I love the flavor and the texture, it's not too strong, but taste great, my favorite of the 3",5,"I was not sure what to expect, but I can see having a box of these in my office as a snack.",I would change nothing!
581,6,The BBQ flavor is there but is not too overpowering and you taste it more so as you eat it as opposed to it instantly hitting your tongue as soon as you bite it.,3,When I think of BBQ flavor this bar is the taste that I would expect with the exception of the it being a little too salty.,Not make is as salty.
623,3,It has a crunch but also some softness from the peanuts. The BBQ flavor is a little more mild.,2,The BBQ flavor is very strong and it leaves a salty flavor in my mouth.,I would not make it as salty.
802,3,"I like that it's small for on the go purposes, usually I am up for work around 5am and I like to grab granola bars on my way out the door to eat on my way to work. I also like the crunchy texture of the bar.",2,I do love BBQ flavors but this is not something that I would eat super early in the morning on my way to work as BBQ is not a flavor I crave for breakfast.,The BBQ flavor is very over powering and strong that it made me thirsty almost instantly.
581,4,The presentation,3,BBQ tastes good but not on or in everything,make the size slightly bigger
623,5,Just the appearance,2,it did not make my tastes buds tingle,I would add honey
802,6,The salty taste,3,smokey BBQ speaks for itself,adding honey
581,5,The bar tastes like many of the other Nature Valley bars I have had.  The taste has the consistency I like without having the awful aftertaste I sometimes get.,3,For a BBQ flavored product I find the consistency of the BBQ throughout to be perfect.,I would increase the secondary flavors to give it a deeper taste.
623,5,It has a consistent taste throughout that was not over the top.,3,The flavor was consistent and I like consistency vs over the top flavors,I think it’s needs more nuts
802,2,The tastes are not something I am looking for in a bar.,1,I do not want to have BBQ flavoring in a nature valley bar and this product confirms it.,I do not think anything can change it so I will like it.
581,5,It has a certain spice flavor like a chipotle flavor. Not much BBQ but I somewhat enjoy it. If the BBQ flavor was increased and was a bit more compact it would be good.,3,It was not my top 2 choices but once retried. The flavor was not terrible. I did not hold high expectations due to texture and appearance.,Increase the BBQ flavor and adjust the appearance.
623,4,I like the crunch more than the rest. Not sure what is different but it is a bit harder. It being compacted more possibly increases the crunch.,4,The appearance is better and the crunch is nice. Seems to be maybe more compacted. It was close to perfect minus additional flavor.,The taste should have more BBQ flavor. The appearance and crunch are great. Just not as satisfying in BBQ flavor.
802,7,"I feel with product 802 you can taste what is advertised. The BBQ flavor, richness, and crunch, are well-balanced but not overpowering. It is my first pick versus the other two product choices.",5,"As stated earlier, it is what I would expect it to taste like. The BBQ flavor is there and crunches from the nuts. The sweetness and salt combination.",If the appearance can be a bit more appealing. Unsure how the process is to do so. But it is not the most appealing. Until you try the product then I know I enjoy it.
581,1,this item has a unique taste and is very chalky.,2,Just not the taste for me,definitely add some sugar to it
623,2,nothing its very chalky,2,this product is just not something i would purchase. its very dry and chalky,i would like to add some sweet to it
802,2,the taste is kind of funny. it is a strong taste,3,"after tasting the product again, it does have a savory taste inn which i would no buy for this type of product",possibly add a sweeter taste to it
581,6,"little heat in the aftertaste, crunchy, not too hard",3,it was tasty and crunchy like a typical nature valley bar.  flavors were good and had nice texture,more smoke flavor...maybe a little heat
623,4,"smoky flavor, crunchy, feels like a healthy snack",2,"the flavor wasn't well developed and didn't overwhelm me, seemed like the flavor faded quickly","tasted a little  greasy , also the flavor seemed to fade almost immediately...not smoky aftertaste and no heat"
802,8,has a smoky aftertaste with a little heat.  lots of peanuts.,4,"it tasted pretty good, the flavors were well developed.  typically, I enjoy nature valley so I expected to enjoy this.","on one side, you can see nuts, etc.  But if you flip it over, it looks like it's just flattened.  Also, breaks very easily."
581,2,"Nothing.  I don’t like the taste at all.  It’s not tasty at all.  I don’t taste bbq, but something like Smokey.  It’s not appetizing at all.",3,"It didn’t sound good, and it didn’t taste good at all.","Everything.  I don’t like the taste.  The texture isn’t bad, but I can’t get over the taste."
623,2,I don’t like the taste at all.  There not much taste to it but something Smokey.  Not liking that.  There’s not an overwhelming bbq taste.,3,I didn’t think it was going to taste very good and it didn’t.,Everything.  I don’t like the taste at all.  The appearance isn’t too bad.  It’s just not very tasty.
802,2,I don’t like the Smokey taste of the product.  In my mind I was thinking I was going to eat a granola bar so I was expecting sweet but that’s not what I got.  The taste is not good at all.,2,"I guess if you like bbq it might not be bad, but I don’t like the taste at all.  I expected something that tasted different.  Not sure what, but not this…",Everything.  I don’t like the taste or the appearance.  Yucky…
581,4,Nothing,2,I thought it would taste like the other bars but the flavor was off,"The taste, the texture"
623,6,The flavor,3,I expected it to be crunchy and savory and it was,I would make it less crunchy
802,5,The flavor,3,The title explains the bar really well it is savory and crunchy.,A little less crunchy
581,8,I like the texture and the flavor of the bar.,3,The flavor is what I would expect from a bbq flavored bar.,"The first bite is a little strong, if that was a little milder I think it would be better."
623,7,I like the texture and the flavor is a good balance of savory and sweet,4,"The bbq flavor is there, but it’s not overbearing so it still feels like a healthy snack and not chips","I think the after taste is a little strong, maybe make that a little milder"
802,4,I like the crunchiness of the product,4,"I didn’t expect the product to be good at all, but it was surprisingly tasty",The taste is a little to strong for me
581,8,I like how well so much crunchy ness is packed into such a small bar,4,I thought it would be hard and plain with slight bbq flavor and I was wrong,I would maybe add cashews
623,9,Is taste good and have a pleasant crunch to each bite.,4,Good size and color. The other reason is because it has good flavor,Add cashews
802,8,The flavor of the smoky bbq is delicious. The texture is nice and crunchy,5,I thought it would be plain. But is turned out to be amazing,Nothing
581,8,I like the bbq  flavor.,4,The bar tastes good.,I would add more nuts.
623,9,I like that the bar I'd crunchy.,5,The bar is crunchy.,I wouldn't change nothing.
802,8,I like that the bar is crunchy.,4,The bar is tasty and crunchy.,I would put less salt.
581,8,It has the right amount of BBQ and spiciness and the right amount of tang.,4,It has the right amount of BBQ and spice I did not expect.,Less crunchy.
623,7,I like the mild BBQ and spicy flavor and it has some tang.,3,It had the amount of spice and BBQ as expected.,A bit more BBQ and spice and more tang. Less crunchy.
802,7,I like the BBQ and mild spice and also the slight tang.,3,I thought it would be mild as far as spice and BBQ go.,"Make it more BBQ and more spicy, less crunchy."
581,6,I like that the peanut flavor is mixed with the BBQ flavor. And the BBQ flavor is not too overwhelming.,3,This is what I expect the bar to taste like.,The BBQ taste is a little more tangy than sweet.
623,4,The flavor of the BBQ is pretty strong. I'm not liking it as much as I thought I would.,2,I thought it would be more of a mix of flavors. It is pretty much all BBQ flavor.,Lessen the amount of the BBQ flavor
802,6,I like the chunks of peanuts in the bar and the tangy bbq flavor.,3,The flavor of the peanuts mixes with granola was what I expected. Also knowing it was BBQ flavored I expected that taste.,It does seem to break apart very easily.
581,7,good bbq taste,3,I like it,I like it
623,4,too smoky,2,I am not a fan of the taste or the after taste,less bbq smoky taste
802,5,crunchy,3,I was a fan of the smoky bbq flavor,too smoky
581,9,The flavor is like nothing I've ever tasted before,5,The nature Valley product just seems to keep getting better than ever. The balance is perfect,Nothing at all
623,9,The balance of flavors,5,I've tried others and this flavor profile is very unique,Nothing. Like it just as is
802,8,It's surprisingly burst of flavors,5,I like all of the nature Valley product. This one is very different than any other product like this,Nothing. I would definitely buy this product
581,7,"I like the BBQ flavor with the peanuts, and the texture",3,This is my third sample of the same flavor so I know what to expect.,It still has too much aftertaste and I don't have any craving to continue eating it.
623,7,I like the BBQ flavor combined with peanuts.,3,Second sample so I had a better idea of how this would taste,"I think it's giving too much of an aftertaste, not making me want to eat any more of it because the flavor is a little too much."
802,8,"I love the BBQ flavor with peanuts, also really like how you can taste the smoky flavor and a little bit of sweetness but not too much.",4,"I wasn't sure how BBQ bar would taste, I normally associate these types of products with breakfast",Maybe less peanuts
581,7,strong flavor,4,tastes better than it looks,nothing maybe bigger
623,7,the savory flavor,4,dont normally like bbq but this is good,make bigger
802,8,i like the smokey flavor and its crunchy,4,it had more flavor than i expected,bigger
581,8,I like the flavor of this product.  It's smoky bbq but not too strong and has a hint of sweetness to it.,4,I thought it would have a weird bbq flavor to it but it does not.,"Have pieces of the peanuts visable, the only seeds/nuts I could see while looking at it were sunflower seeds."
623,8,A hint of sweet.  I like the crunch mixed with the seed and nut flavor.,4,I was expecting an overbearing bbq flavor.  This one is subtle.,Make it not quite so crumbly.  This one made a big mess each bite I took.
802,9,"That you can see the seeds/nuts.  The crunch is great, not too hard to bite through.  You can taste a hint of the bbq flavor, it is not overpowering.",3,Its just as I imagined a bar of this name would taste.,Nothing to change in my opinion.
581,6,I liked the texture a lot. It was crunchy but not crumbly. The barbeque flavor was pleasant but weaker than I had hoped. The same for the smoky flavor. The aftertaste was present but not bad.,2,I expected something much more flavorful and not as bland. Other snack bars typically border on being almost too strong but this ones flavor definitely needed to be boosted a bit.,I would increase the amount of barbeque flavor and smoky flavor. This product did not have as strong of a peanut flavor so the barbeque flavor wasnt overpowered it was simply too weak. I otherwise really enjoyed this product but would not buy it due to the weakness of the flavor.
623,4,I like the barbeque flavors of this product and I enjoy the texture of this product.,2,I expected a bar that really accentuated the barbeque and smoky flavors and this bar did not do that for me at all.,The barbeque flavor is good but is very minimal. The smoky flavor of the previous bar is also not very strong. The peanut taste almost overpowers the barbeque flavors and makes the bar taste somewhat bland. The aftertaste is ok but this one seems to have something slightly spicier in it that I did not care for.
802,8,I like that the smoky flavor and the barbeque flavor really stand out against the peanut taste. The peanut taste is faint and does not overpower or hinder the barbeque flavor at all. The texture is nice and there is little to no aftertaste.,5,The moment I took a bite I was able to immediately notice the barbeque flavors and the smoky flavors in the bar. It did not taste bland or strange in any way.,There is not much that I can think of to change this product for the better. The physical appearance of the bar is fairly normal and boring when compared to the sweeter bars with chocolate and such in them but it is to be expected given the flavor of this bar and dont feel like it detracts from the enjoyment.
581,9,"It tastes like Lay's BBQ chips, but in a form of a delicious nut bar with better, crunchier texture of a nut bar.",5,"A savory nut bar is a new concept to me, and I had preconceived notions that BBQ-flavored nut bars wouldn't be tasty. This was a pleasant surprise.",Nothing - both flavor and texture were excellent.
623,7,"I like its savory taste and texture, though the taste doesn't stand out like the other bars.",4,"This is in line with the other bars: I didn't expect a savory taste to go so well with a nut bar, but it does.","I'm unsure how I'd change it to make this product better. It's a good product on its own, just doesn't stand out as much to me."
802,9,The flavor and the texture make this a perfect savory snack for me.,5,I didn't expect the taste to compliment the composition and the texture of the nut bar so well.,Nothing. It's delicious.
581,7,I like the smokey flavor.,4,I didn't think they could make a bar that was savory and make me want to keep eating it.,"I don't like the texture very much, it seems very brittle and kind of hard to bite."
623,7,The look of it.,3,"It tastes how I think it would. Not great, but not bad.",It is too dense and lacks as much flavor.
802,8,I like the light crisp crunch and the tang of flavor.,5,I like how the flavor snapped and it was crispy yet crunchy.,I wouldn't really change anything.
581,4,I do not like the barbeque flavoring.  It does not go well with the nutty crunchiness of the bar.,2,"I like BBQ chips so I thought I'd like this, however I don't.  The flavor is too strong and doesn't fit in this combination with nuts.",Make the flavoring much less noticeable.
623,3,The barbecue taste is a little too tangy.,3,The other samples tasted very similar so I expected this bar to taste this way.,Reduce the flavor.
802,4,I'm not a fan of the Barbeque flavor.  It's a bit too strong and doesn't go well with nuts.,3,The previous sample had a nearly identical taste so I expected the same with this bar.,Reduce the flavoring.
581,3,Too salty and smoky,2,I underestimated how much the BBQ would throw off the balance. When partaking in a Nature Valley Bar you do t expect to receive a taste liking to Barbecue chips,Decrease the BBQ flavoring  Add an additional element like another nut
623,7,This is a better combination of the ingredients and the best one so far,3,This meet my expectations exactly,Something to add to the texture   An additional ingredient or nut
802,4,Still too much BBQ flavor. It is better and not as salty but still over powers everything else.,3,This taste is closer to what I was expecting when thinking of a bbq crunch bar,Mute the BBQ flavor just a smidge
581,6,crunchy and nutty  peanuts are good,3,"I tasted BBQ, nuts and seeds",tastes a little too spicy BBQ
623,7,crunchy and salty.   has a nutty taste.,3,it was satisfying.  a nice texture and salty taste,make it more nutty
802,7,"It is crunchy, nutty and salty.   a nice touch of BBQ flavor",3,expected it to have nuts and a bbq flavor and it did,its good as is
581,3,Its perfect crunchy level. Not too crunchy,4,I wasn’t expecting it to taste good because of the odd combination.,"Perhaps try a different style of bbq, like hickory style"
623,3,Again. Just an odd flavor that isn’t for me,4,"It’s just a odd, unique flavor. I wasn’t expecting it to be delicious",Perhaps try a different BBQ type besides smoky
802,3,"Its consistent with other nature valley bars. A crunchy but fresh taste, despite not loving the flavor",4,Didn’t have high expectations for a smoky barbecue flavor but its Nature Valley quality,"Try something besides smoky, maybe honey bbq"
581,3,the nuts and seeds and seems somewhat healthy. It has a good crunch,2,It is not like a bbq chip and the flavor just didn't seem to go well with the mouth feel,I'm not a fan of the bbq flavor. it kind of clashes for what I like it a bar
623,6,the taste is the best of the 3. the crunch and contents are good,3,it was ok. had a decent bbq flavor and wasn't overpowering,not a fan of the bbq flavor. it is confusing taste with the texture. The cheese may be better
802,5,"good crunch, has some healthy ingredients",2,it just wasn't a good flavor or taste to me. It was a conflicting taste mixture and texture,not a fan of the bbq flavor but it was better than the first one
581,3,It has a nice crunch. I like the smokey taste,2,I can taste the bbq flavor but I think the savoriness needs to be ramped up with a touch more salt. It's almost too sweet to be savory,I think it needs a tad more salt.
623,4,"The crunch is firm, the smokiness is nice. The flavors from the nuts comes through",2,"It does taste like bbq and leans more towards savory, but I think the bbq flavor could be more obvious and be more savory.",The bbq flavor is a bit muddled. There needs to be more smoke and a tad more salt.
