product,Question,Response,Sentiment Score,Response value,lemm
BBQ - Test 13,Liking,This is a better combination of the ingredients and the best one so far,79.64,7,"['good', 'combination', 'ingredient', 'best', 'one', 'far']"
BBQ - Test 14,Liking,Still too much BBQ flavor. It is better and not as salty but still over powers everything else.,23.82,4,"['still', 'much', 'bbq', 'flavor', 'well', 'salty', 'still', 'power', 'everything', 'else']"
BBQ - Control (Texas BBQ),Liking,crunchy and nutty  peanuts are good,44.04,6,"['crunchy', 'nutty', 'peanut', 'good']"
BBQ - Test 13,Liking,crunchy and salty.   has a nutty taste.,0,7,"['crunchy', 'salty', 'nutty', 'taste']"
BBQ - Test 14,Liking,"It is crunchy, nutty and salty.   a nice touch of BBQ flavor",42.15,7,"['crunchy', 'nutty', 'salty', 'nice', 'touch', 'bbq', 'flavor']"
BBQ - Control (Texas BBQ),Liking,Its perfect crunchy level. Not too crunchy,57.19,3,"['perfect', 'crunchy', 'level', 'crunchy']"
BBQ - Test 13,Liking,Again. Just an odd flavor that isnt for me,-31.82,3,"['odd', 'flavor', 'isn\x92t']"
BBQ - Test 14,Liking,"Its consistent with other nature valley bars. A crunchy but fresh taste, despite not loving the flavor",74.55,3,"['consistent', 'nature', 'valley', 'bar', 'crunchy', 'fresh', 'taste', 'despite', 'love', 'flavor']"
BBQ - Control (Texas BBQ),Liking,the nuts and seeds and seems somewhat healthy. It has a good crunch,46.01,3,"['nut', 'seed', 'seem', 'somewhat', 'healthy', 'good', 'crunch']"
BBQ - Test 13,Liking,the taste is the best of the 3. the crunch and contents are good,79.64,6,"['taste', 'best', '3', 'crunch', 'content', 'good']"
BBQ - Test 14,Liking,"good crunch, has some healthy ingredients",68.08,5,"['good', 'crunch', 'healthy', 'ingredient']"
BBQ - Control (Texas BBQ),Liking,It has a nice crunch. I like the smokey taste,64.86,3,"['nice', 'crunch', 'like', 'smokey', 'taste']"
BBQ - Test 13,Liking,"The crunch is firm, the smokiness is nice. The flavors from the nuts comes through",12.8,4,"['crunch', 'firm', 'smokiness', 'nice', 'flavor', 'nut', 'come']"
BBQ - Test 14,Liking,"The bbq flavor is very clear and obvious. I wish there was a tad bit more salt but the bbq flavor is very obvious, which I love. Less sweetness, which helps this bar taste more savory",95.06,7,"['bbq', 'flavor', 'clear', 'obvious', 'wish', 'tad', 'bit', 'salt', 'bbq', 'flavor', 'obvious', 'love', 'less', 'sweetness', 'help', 'bar', 'taste', 'savory']"
BBQ - Control (Texas BBQ),Liking,"I've never had a BBQ style nature valley bar. It's completely unique compared to other products of this type. I'm surprised how well it worked. The prominent ingredients I sense are the roasted peanuts, the sunflower seeds, and almonds, and I love those. The BBQ flavor and aftertaste I wonderful and really set it apart.",92.17,9,"['ive', 'never', 'bbq', 'style', 'nature', 'valley', 'bar', 'completely', 'unique', 'compare', 'product', 'type', 'im', 'surprise', 'well', 'work', 'prominent', 'ingredient', 'sense', 'roast', 'peanut', 'sunflower', 'seed', 'almond', 'love', 'bbq', 'flavor', 'aftertaste', 'wonderful', 'really', 'set', 'apart']"
BBQ - Test 13,Liking,"It's a very BBQ tasting Nature Valley bar. I never expected the combination of roasted peanuts, almonds, sunflower seeds, topped off with BBQ flavoring to work so well in bar form. It tastes really good, which is the deal maker.",71.26,9,"['bbq', 'taste', 'nature', 'valley', 'bar', 'never', 'expect', 'combination', 'roast', 'peanut', 'almonds', 'sunflower', 'seed', 'top', 'bbq', 'flavoring', 'work', 'well', 'bar', 'form', 'taste', 'really', 'good', 'deal', 'maker']"
BBQ - Test 14,Liking,"The newness it offers in comparison to the rest of the market. I didn't think BBQ flavored Nature Valley Bars would work, but they totally do. It tastes great, the sunflower seeds and roasted peanuts are prominent, and all ingredients compliment each other.",92.94,8,"['newness', 'offer', 'comparison', 'rest', 'market', 'didnt', 'think', 'bbq', 'flavor', 'nature', 'valley', 'bar', 'would', 'work', 'totally', 'taste', 'great', 'sunflower', 'seed', 'roast', 'peanut', 'prominent', 'ingredient', 'compliment']"
BBQ - Control (Texas BBQ),Liking,I like the crunch of the bar. That's about it.,36.12,3,"['like', 'crunch', 'bar', 'thats']"
BBQ - Test 13,Liking,The flavor of the BBQ is perfect on this. Not too strong or too weak. The crunch is perfect as well.,59.91,8,"['flavor', 'bbq', 'perfect', 'strong', 'weak', 'crunch', 'perfect', 'well']"
BBQ - Test 14,Liking,I like the crunchiness and the the taste of the BBQ. It's not as overpowering as the previous one. It has a nice smokiness to it as well.,75.06,8,"['like', 'crunchiness', 'taste', 'bbq', 'overpower', 'previous', 'one', 'nice', 'smokiness', 'well']"
BBQ - Control (Texas BBQ),Liking,"It is an interesting flavor that I was not expecting.  Once I got over my initial shock, I can see where I would crave the savory, saltiness of it.",2.58,6,"['interest', 'flavor', 'expect', 'get', 'initial', 'shock', 'see', 'would', 'crave', 'savory', 'saltiness']"
BBQ - Test 13,Liking,Good crunch and flavor,44.04,6,"['good', 'crunch', 'flavor']"
BBQ - Test 14,Liking,"BBQ taste, crunch",0,6,"['bbq', 'taste', 'crunch']"
BBQ - Control (Texas BBQ),Liking,its healthy,40.19,4,['healthy']
BBQ - Test 13,Liking,its also healthy as well,58.59,5,"['also', 'healthy', 'well']"
BBQ - Test 14,Liking,its healthy as well,58.59,4,"['healthy', 'well']"
BBQ - Control (Texas BBQ),Liking,"I like bars, so that is what i like about it, its genre",61.24,4,"['like', 'bar', 'like', 'genre']"
BBQ - Test 13,Liking,I like the taste slightly,36.12,6,"['like', 'taste', 'slightly']"
BBQ - Test 14,Liking,I don't really like it,-32.41,3,"['dont', 'really', 'like']"
BBQ - Control (Texas BBQ),Liking,"It's tasty- it has a slight nutty sweetness along side the salty savoriness of the rest of the bar, and a slight spicy kick to it.",49.39,8,"['tasty', 'slight', 'nutty', 'sweetness', 'along', 'side', 'salty', 'savoriness', 'rest', 'bar', 'slight', 'spicy', 'kick']"
BBQ - Test 13,Liking,"It's very satisfying when you want a crunchy, salty snack with a little spice and wholesome peanut and seed ingredient.",55.63,8,"['satisfy', 'want', 'crunchy', 'salty', 'snack', 'little', 'spice', 'wholesome', 'peanut', 'seed', 'ingredient']"
BBQ - Test 14,Liking,It's really savory and you can really taste the salty and sweet peanuts. I like the smoky BBQ flavor that overlays it as well.,76.5,9,"['really', 'savory', 'really', 'taste', 'salty', 'sweet', 'peanut', 'like', 'smoky', 'bbq', 'flavor', 'overlay', 'well']"
BBQ - Control (Texas BBQ),Liking,"has a nice crunch, is not too hard, tastes really good",74.22,8,"['nice', 'crunch', 'hard', 'taste', 'really', 'good']"
BBQ - Test 13,Liking,"I think this is the best bar out of the three. Between looks, taste and crunch its perfect.",83.6,9,"['think', 'best', 'bar', 'three', 'look', 'taste', 'crunch', 'perfect']"
BBQ - Test 14,Liking,Its way too hard to bite,-10.27,2,"['way', 'hard', 'bite']"
BBQ - Control (Texas BBQ),Liking,"The savory BBQ flavor, just enough salt and hit of spice.  This bar wasnt as crumbly as the other two.  I like that you can tell what grain is what (whole grains)",36.12,8,"['savory', 'bbq', 'flavor', 'enough', 'salt', 'hit', 'spice', 'bar', 'wasnt', 'crumbly', 'two', 'like', 'tell', 'grain', 'whole', 'grain']"
BBQ - Test 13,Liking,"Not as crumbly, you can see the whole grains, has a nice spice to it but would like more spice.",63.1,4,"['crumbly', 'see', 'whole', 'grain', 'nice', 'spice', 'would', 'like', 'spice']"
BBQ - Test 14,Liking,"Not too much of a smoky flavor, you can see the whole grains, and it's not as crumbly as most Nature Valley bars",0,7,"['much', 'smoky', 'flavor', 'see', 'whole', 'grain', 'crumbly', 'nature', 'valley', 'bar']"
BBQ - Control (Texas BBQ),Liking,This sample has a smoky BBQ taste with a hint of sweetness. It's also crunchy and the flavor stays in your mouth a bit after swallowing the product.,49.39,8,"['sample', 'smoky', 'bbq', 'taste', 'hint', 'sweetness', 'also', 'crunchy', 'flavor', 'stay', 'mouth', 'bit', 'swallowing', 'product']"
BBQ - Test 13,Liking,"The only things I like about this product are the crunchiness, appearance, and the healthy ingredients.",63.69,2,"['thing', 'like', 'product', 'crunchiness', 'appearance', 'healthy', 'ingredient']"
BBQ - Test 14,Liking,This sample taste more savory than the first sample. I can taste more of the BBQ flavoring.,0,7,"['sample', 'taste', 'savory', 'first', 'sample', 'taste', 'bbq', 'flavoring']"
BBQ - Control (Texas BBQ),Liking,I like the textures and the amounts of nuts and seeds. I also think that it has a good amount of crunch.,47.67,4,"['like', 'texture', 'amount', 'nut', 'seed', 'also', 'think', 'good', 'amount', 'crunch']"
BBQ - Test 13,Liking,I like the nuts and seeds in the product. I like the amount of crunch. I also like how this one has a bit more sweetness than the others.,82.68,6,"['like', 'nut', 'seed', 'product', 'like', 'amount', 'crunch', 'also', 'like', 'one', 'bit', 'sweetness', 'others']"
BBQ - Test 14,Liking,"I like the nuts and seeds, and I like the crunch. I like that it's an option for a savory bar because that's a unique product.",63.69,4,"['like', 'nut', 'seed', 'like', 'crunch', 'like', 'option', 'savory', 'bar', 'thats', 'unique', 'product']"
BBQ - Control (Texas BBQ),Liking,"I like the tangy BBQ flavor, great crunch, and satisfying savory nut flavor",86.25,8,"['like', 'tangy', 'bbq', 'flavor', 'great', 'crunch', 'satisfy', 'savory', 'nut', 'flavor']"
BBQ - Test 13,Liking,"Great texture and crunch, nice BBQ flavor too tangy",78.45,8,"['great', 'texture', 'crunch', 'nice', 'bbq', 'flavor', 'tangy']"
BBQ - Test 14,Liking,I like the savory flavor,36.12,6,"['like', 'savory', 'flavor']"
BBQ - Control (Texas BBQ),Liking,I do not like the flavor or this product.  It tastes artificial.,-27.55,2,"['like', 'flavor', 'product', 'taste', 'artificial']"
BBQ - Test 13,Liking,I did not like the taste at all.  Something is off.,-27.55,2,"['like', 'taste', 'something']"
BBQ - Test 14,Liking,The product has a bitter taste.  I cant put my finger on it but it does not taste like bbq.,-55.22,2,"['product', 'bitter', 'taste', 'cant', 'put', 'finger', 'taste', 'like', 'bbq']"
BBQ - Control (Texas BBQ),Liking,"It crumbles each bite and falls apart. It's really smoky flavor, which comes off a little bitter.",-36.26,4,"['crumbles', 'bite', 'fall', 'apart', 'really', 'smoky', 'flavor', 'come', 'little', 'bitter']"
BBQ - Test 13,Liking,"Perfectly crunchy, doesn't fall apart when you eat, flavor is delicious. Perfect size.",91.18,8,"['perfectly', 'crunchy', 'doesnt', 'fall', 'apart', 'eat', 'flavor', 'delicious', 'perfect', 'size']"
BBQ - Test 14,Liking,"It tastes really good. It's clean, smokey but not too much. BBQ flavor is really good.",81.1,8,"['taste', 'really', 'good', 'clean', 'smokey', 'much', 'bbq', 'flavor', 'really', 'good']"
BBQ - Control (Texas BBQ),Liking,"I like the upfront BBQ flavor, but also tasting the  rest of the components of snack as well.",52.67,8,"['like', 'upfront', 'bbq', 'flavor', 'also', 'taste', 'rest', 'component', 'snack', 'well']"
BBQ - Test 13,Liking,"The BBQ isn't overpowering, but is a little weak at the same time",-52.84,7,"['bbq', 'isnt', 'overpower', 'little', 'weak', 'time']"
BBQ - Test 14,Liking,I like the fact that the BBQ flavor isn't as strong as 581 and that the peanut flavor comes out more,-5.21,7,"['like', 'fact', 'bbq', 'flavor', 'isnt', 'strong', '581', 'peanut', 'flavor', 'come']"
BBQ - Control (Texas BBQ),Liking,I love how the savory sweetness of the bar is immediately reinforced by the unique peanut flavor and then rounded out by the smoky BBQ flavor!  So delicious and I can't believe it's wholesome and healthy!,94.01,9,"['love', 'savory', 'sweetness', 'bar', 'immediately', 'reinforce', 'unique', 'peanut', 'flavor', 'round', 'smoky', 'bbq', 'flavor', 'delicious', 'cant', 'believe', 'wholesome', 'healthy']"
BBQ - Test 13,Liking,"This bar has a good savory taste to it and the smoky BBQ flavor really comes through well, especially at the back of my throat and into my nose so it smells enticing.  There's also a nice taste to it that has a hint of sweet but more salty and savory.",67.38,8,"['bar', 'good', 'savory', 'taste', 'smoky', 'bbq', 'flavor', 'really', 'come', 'well', 'especially', 'back', 'throat', 'nose', 'smell', 'entice', 'there', 'also', 'nice', 'taste', 'hint', 'sweet', 'salty', 'savory']"
BBQ - Test 14,Liking,I like the peanut taste and the smoky BBQ flavor. The bar is also crunchy but not too much so.  There's also a sweetness to it.,75.4,7,"['like', 'peanut', 'taste', 'smoky', 'bbq', 'flavor', 'bar', 'also', 'crunchy', 'much', 'there', 'also', 'sweetness']"
BBQ - Control (Texas BBQ),Liking,Doesnt taste good,44.04,1,"['doesn\x92t', 'taste', 'good']"
BBQ - Test 13,Liking,Not as flavorful as the others - not as overwhelming,0,3,"['flavorful', 'others', 'overwhelm']"
BBQ - Test 14,Liking,Nothing,0,1,['nothing']
BBQ - Control (Texas BBQ),Liking,I love how crispy and tasteful the nuts are.  I like how the taste is not overpowering and I'm still able to get the taste of the peanuts.   The chewy sweet and salty granola bar satisfies all my taste buds. And one simply isn't enough. Affordable and individually packaged so it makes it perfect to throw in your purse or a lunch box.,93.13,9,"['love', 'crispy', 'tasteful', 'nut', 'like', 'taste', 'overpower', 'im', 'still', 'able', 'get', 'taste', 'peanut', 'chewy', 'sweet', 'salty', 'granola', 'bar', 'satisfies', 'taste', 'bud', 'one', 'simply', 'isnt', 'enough', 'affordable', 'individually', 'package', 'make', 'perfect', 'throw', 'purse', 'lunch', 'box']"
BBQ - Test 13,Liking,"I love the overall taste and texture of this product, the BBQ compliments the salty well",84.02,9,"['love', 'overall', 'taste', 'texture', 'product', 'bbq', 'compliment', 'salty', 'well']"
BBQ - Test 14,Liking,It taste amazing and the BBQ goes great with the sweet and salty,89.79,9,"['taste', 'amaze', 'bbq', 'go', 'great', 'sweet', 'salty']"
BBQ - Control (Texas BBQ),Liking,It has a light smoky flavor which is nice. I love the crunch and portion size is great.,90.22,9,"['light', 'smoky', 'flavor', 'nice', 'love', 'crunch', 'portion', 'size', 'great']"
BBQ - Test 13,Liking,"It has a great smoky bbq flavor. I love crunchy things and this has an amazing crunch. Size is good - not too big, not too small.",94.32,9,"['great', 'smoky', 'bbq', 'flavor', 'love', 'crunchy', 'thing', 'amaze', 'crunch', 'size', 'good', 'big', 'small']"
BBQ - Test 14,Liking,I like the bbq flavor. I like the crunch and size. I like the nuts and seeds in it as well.,74.3,9,"['like', 'bbq', 'flavor', 'like', 'crunch', 'size', 'like', 'nut', 'seed', 'well']"
BBQ - Control (Texas BBQ),Liking,Good peanut flavor,44.04,6,"['good', 'peanut', 'flavor']"
BBQ - Test 13,Liking,Too spicy,0,2,['spicy']
BBQ - Test 14,Liking,Good peanut flavor,44.04,6,"['good', 'peanut', 'flavor']"
BBQ - Control (Texas BBQ),Liking,I love the crunchiness and lingering taste.,63.69,8,"['love', 'crunchiness', 'linger', 'taste']"
BBQ - Test 13,Liking,I love the flavor and lingering taste. I can taste the hint of bbq but the peanut butter ( I assume) is what's really leaving a lingering taste.,38.18,8,"['love', 'flavor', 'linger', 'taste', 'taste', 'hint', 'bbq', 'peanut', 'butter', 'assume', 'whats', 'really', 'leave', 'linger', 'taste']"
BBQ - Test 14,Liking,This one was my favorite out of the 3 samples. I love have the taste melds together and the aftertaste is a bit more settled than with the other two.,80.2,8,"['one', 'favorite', '3', 'sample', 'love', 'taste', 'meld', 'together', 'aftertaste', 'bit', 'settled', 'two']"
BBQ - Control (Texas BBQ),Liking,"I like the flavor of the BBQ and the crunchiness of the bar.  The bigger size of the peanuts was good, too.",65.97,7,"['like', 'flavor', 'bbq', 'crunchiness', 'bar', 'big', 'size', 'peanut', 'good']"
BBQ - Test 13,Liking,"I like the hint of sweetness of this product and the hint of BBQ flavor.  I tasted the seeds in it and liked the crunch of each part of the bar.  There was minimal salty taste, which was good.  I liked how the product reminded me of eating BBQ flavored potato chips, but it wasn't chips at all!  Delicious!",92.22,8,"['like', 'hint', 'sweetness', 'product', 'hint', 'bbq', 'flavor', 'taste', 'seed', 'like', 'crunch', 'part', 'bar', 'minimal', 'salty', 'taste', 'good', 'like', 'product', 'remind', 'eating', 'bbq', 'flavor', 'potato', 'chip', 'wasnt', 'chip', 'delicious']"
BBQ - Test 14,Liking,I like the hardness and crunchiness of the bar.  There was an aftertaste of BBQ that lasted- I liked that very much.  I also like the color of the bar- brighter to let me know that it was going to be a BBQ flavor.,85.55,7,"['like', 'hardness', 'crunchiness', 'bar', 'aftertaste', 'bbq', 'last', 'liked', 'much', 'also', 'like', 'color', 'bar', 'brighter', 'let', 'know', 'go', 'bbq', 'flavor']"
BBQ - Control (Texas BBQ),Liking,Unique taste but not overpowering. Savory but not too salty. Inviting appearance.,-34.91,9,"['unique', 'taste', 'overpower', 'savory', 'salty', 'invite', 'appearance']"
BBQ - Test 13,Liking,The crunch & delightful savory BBQ flavor. Great textures but not heavy. It's a refreshing change of pace!,64.19,9,"['crunch', 'delightful', 'savory', 'bbq', 'flavor', 'great', 'texture', 'heavy', 'refresh', 'change', 'pace']"
BBQ - Test 14,Liking,It seems to have a more uniform look and the coloration is just slightly lighter than the last one. It is attractive and appealing!,49.26,9,"['seem', 'uniform', 'look', 'coloration', 'slightly', 'light', 'last', 'one', 'attractive', 'appeal']"
BBQ - Control (Texas BBQ),Liking,like the crunchiness of the bar and the flavor. it's unique and would satisfy a craving,67.05,8,"['like', 'crunchiness', 'bar', 'flavor', 'unique', 'would', 'satisfy', 'crave']"
BBQ - Test 13,Liking,i like the crunch of the bar,36.12,4,"['like', 'crunch', 'bar']"
BBQ - Test 14,Liking,i like the savoriness of the bar. it's very craveable,36.12,7,"['like', 'savoriness', 'bar', 'craveable']"
BBQ - Control (Texas BBQ),Liking,"unique for a granola bar, tasty & crunchy",0,8,"['unique', 'granola', 'bar', 'tasty', 'crunchy']"
BBQ - Test 13,Liking,"unique for a granola bar, tasty & crunchy",0,8,"['unique', 'granola', 'bar', 'tasty', 'crunchy']"
BBQ - Test 14,Liking,Unique product,0,8,"['unique', 'product']"
BBQ - Control (Texas BBQ),Liking,I like that it is crunchy and salty,36.12,3,"['like', 'crunchy', 'salty']"
BBQ - Test 13,Liking,Nothing,0,2,['nothing']
BBQ - Test 14,Liking,Nothing,0,2,['nothing']
BBQ - Control (Texas BBQ),Liking,Crunchy,0,6,['crunchy']
BBQ - Test 13,Liking,It has a slight BBQ  taste,0,6,"['slight', 'bbq', 'taste']"
BBQ - Test 14,Liking,Crunchiness,0,4,['crunchiness']
BBQ - Control (Texas BBQ),Liking,The crunch is great. Nice nuttiness to it and its slightly Smokey and sweet. Good balance,91.07,7,"['crunch', 'great', 'nice', 'nuttiness', 'it\x92s', 'slightly', 'smokey', 'sweet', 'good', 'balance']"
BBQ - Test 13,Liking,Its crunchy and has a little sweetness to it. I like the nuttiness and savory flavors,66.05,6,"['it\x92s', 'crunchy', 'little', 'sweetness', 'like', 'nuttiness', 'savory', 'flavor']"
BBQ - Test 14,Liking,Good flavor. Subtle smokiness,44.04,4,"['good', 'flavor', 'subtle', 'smokiness']"
BBQ - Control (Texas BBQ),Liking,The nuts,-31.82,4,['nut']
BBQ - Test 13,Liking,It has a good peanut crunch and i love seeds.  The flavor is not overpowering with the BBQ and has a slightly spicy but not to much flavor.,54.99,7,"['good', 'peanut', 'crunch', 'love', 'seed', 'flavor', 'overpower', 'bbq', 'slightly', 'spicy', 'much', 'flavor']"
BBQ - Test 14,Liking,"It is not to thick. I like the more peanut and nuts taste with the hint of BBQ, but not to much of it",-32.63,7,"['thick', 'like', 'peanut', 'nut', 'taste', 'hint', 'bbq', 'much']"
BBQ - Control (Texas BBQ),Liking,"Smoky flavor, not too salty, made of nuts, tastes healthy-ish",-31.82,8,"['smoky', 'flavor', 'salty', 'make', 'nut', 'taste', 'healthyish']"
BBQ - Test 13,Liking,"Great smoky flavor, doesn't taste too salty, heavy on the peanut flavor, product is a good size",79.06,8,"['great', 'smoky', 'flavor', 'doesnt', 'taste', 'salty', 'heavy', 'peanut', 'flavor', 'product', 'good', 'size']"
BBQ - Test 14,Liking,"Smoky flavor, not too salty, nice crunch, seems healthy-ish",-32.52,8,"['smoky', 'flavor', 'salty', 'nice', 'crunch', 'seem', 'healthyish']"
BBQ - Control (Texas BBQ),Liking,not as bold with the smokey flavor,-29.24,6,"['bold', 'smokey', 'flavor']"
BBQ - Test 13,Liking,crunchy and wholesome,0,7,"['crunchy', 'wholesome']"
BBQ - Test 14,Liking,this one had a good blend of smokey and a little sweet,68.15,8,"['one', 'good', 'blend', 'smokey', 'little', 'sweet']"
BBQ - Control (Texas BBQ),Liking,it's certainly  a little more mellow than the first one I tried but i think that also makes it not as memorable for me.,17.79,5,"['certainly', 'little', 'mellow', 'first', 'one', 'tried', 'think', 'also', 'make', 'memorable']"
BBQ - Test 13,Liking,"a rather nice burst of misquite flavoring, slightly smokey, but savory the way beef jerky would be",22.63,8,"['rather', 'nice', 'burst', 'misquite', 'flavor', 'slightly', 'smokey', 'savory', 'way', 'beef', 'jerky', 'would']"
BBQ - Test 14,Liking,"I think it has a great balance between sweet and savory, which I didn't think you could do in bar form but works very well here.",76.77,8,"['think', 'great', 'balance', 'sweet', 'savory', 'didnt', 'think', 'could', 'bar', 'form', 'work', 'well']"
BBQ - Control (Texas BBQ),Liking,The nutty flavor of the product is overwhelming. Maybe its what they were going for but it kinda just tastes like BBQ chip flavored peanuts. I am not a fan.,10.56,2,"['nutty', 'flavor', 'product', 'overwhelm', 'maybe', 'go', 'kinda', 'taste', 'like', 'bbq', 'chip', 'flavor', 'peanut', 'fan']"
BBQ - Test 13,Liking,I do not like anything about this product. The texture is weird and undesirable - like it's not crunchy enough or something. The BBQ flavor is very uninspired. The whole concept is confusing to me.,-82.8,1,"['like', 'anything', 'product', 'texture', 'weird', 'undesirable', 'like', 'crunchy', 'enough', 'something', 'bbq', 'flavor', 'uninspired', 'whole', 'concept', 'confuse']"
BBQ - Test 14,Liking,The texture is fine but there's not much else I enjoy about it.,-46.64,2,"['texture', 'fine', 'there', 'much', 'else', 'enjoy']"
BBQ - Control (Texas BBQ),Liking,It's a perfect blend between sweet and salty.,77.17,9,"['perfect', 'blend', 'sweet', 'salty']"
BBQ - Test 13,Liking,I love BBQ favor. It's bold and it's different from any bar I've had.,85.91,8,"['love', 'bbq', 'favor', 'bold', 'different', 'bar', 'ive']"
BBQ - Test 14,Liking,I didn't enjoy the flavors.,-38.75,3,"['didnt', 'enjoy', 'flavor']"
BBQ - Control (Texas BBQ),Liking,I like that it was little bit sweet and savory. It also tasted healthy and just had a slight bbq taste.,78.59,8,"['like', 'little', 'bit', 'sweet', 'savory', 'also', 'taste', 'healthy', 'slight', 'bbq', 'taste']"
BBQ - Test 13,Liking,It had a good smoky bbq flavor and the crunch of the bar.,44.04,8,"['good', 'smoky', 'bbq', 'flavor', 'crunch', 'bar']"
BBQ - Test 14,Liking,I thought this one had more seeds than the others and a good barbecue flavor.,44.04,7,"['think', 'one', 'seed', 'others', 'good', 'barbecue', 'flavor']"
BBQ - Control (Texas BBQ),Liking,I like that I can see all the ingredients,36.12,6,"['like', 'see', 'ingredient']"
BBQ - Test 13,Liking,I like that I can see all the ingredients it smells appetizing I like the saltiness and there is a hint of sweetness,80.2,7,"['like', 'see', 'ingredient', 'smell', 'appetizing', 'like', 'saltiness', 'hint', 'sweetness']"
BBQ - Test 14,Liking,I like the crunch and different textures and the hint of BBQ,36.12,6,"['like', 'crunch', 'different', 'texture', 'hint', 'bbq']"
BBQ - Control (Texas BBQ),Liking,There is a bit of a better bbq taste in it. I like the sweet and sour taste as well,85.91,3,"['bit', 'well', 'bbq', 'taste', 'like', 'sweet', 'sour', 'taste', 'well']"
BBQ - Test 13,Liking,"Its difficult to tell what the taste is. And it doesn't come across in a positive way. It also had an odd texture compared to other Nature Valley bars I have eaten in the past, along with a weird aftertaste.  I had a frown on my face while eating it :(",-58.59,2,"['difficult', 'tell', 'taste', 'doesnt', 'come', 'across', 'positive', 'way', 'also', 'odd', 'texture', 'compare', 'nature', 'valley', 'bar', 'eat', 'past', 'along', 'weird', 'aftertaste', 'frown', 'face', 'eat']"
BBQ - Test 14,Liking,"its got a good sweet sour balance. Other than that, not much else",70.96,4,"['get', 'good', 'sweet', 'sour', 'balance', 'much', 'else']"
BBQ - Control (Texas BBQ),Liking,The appearance of the color looks like how BBQ should kind of orangy and tangy looking,36.12,7,"['appearance', 'color', 'look', 'like', 'bbq', 'kind', 'orangy', 'tangy', 'look']"
BBQ - Test 13,Liking,It has a BBQ flavor but slightly too light for me I like bold BBQ taste,76.84,6,"['bbq', 'flavor', 'slightly', 'light', 'like', 'bold', 'bbq', 'taste']"
BBQ - Test 14,Liking,The look is exactly what I would picture a BBQ bar to look like,36.12,9,"['look', 'exactly', 'would', 'picture', 'bbq', 'bar', 'look', 'like']"
BBQ - Control (Texas BBQ),Liking,The crunch.  It's less orange as 623.  I like that it's not overly nutty.,36.12,6,"['crunch', 'le', 'orange', '623', 'like', 'overly', 'nutty']"
BBQ - Test 13,Liking,This one is not as sweet as 581. It's got a nice balance of nuts to oats.,-24.53,7,"['one', 'sweet', '581', 'get', 'nice', 'balance', 'nut', 'oat']"
BBQ - Test 14,Liking,I like the BBQ flavor.  Feels balanced like 623 but not quite as smoky.,36.12,7,"['like', 'bbq', 'flavor', 'feel', 'balance', 'like', '623', 'quite', 'smoky']"
BBQ - Control (Texas BBQ),Liking,"The size,taste,texture,ingredients",0,9,['sizetastetextureingredients']
BBQ - Test 13,Liking,"The taste,texture,size ingredients",0,9,"['tastetexturesize', 'ingredient']"
BBQ - Test 14,Liking,"The scent,taste,texture",0,9,['scenttastetexture']
BBQ - Control (Texas BBQ),Liking,"Good smoky flavor, really nails the savory craving. Has a good combination of textures with the various level of crunch from the granola to the peanuts.",70.03,8,"['good', 'smoky', 'flavor', 'really', 'nails', 'savory', 'crave', 'good', 'combination', 'textures', 'various', 'level', 'crunch', 'granola', 'peanut']"
BBQ - Test 13,Liking,"Has a good crunch, the smoky bbq flavor really compliments the roasted peanuts, very savory and delicious.",87.07,8,"['good', 'crunch', 'smoky', 'bbq', 'flavor', 'really', 'compliment', 'roast', 'peanut', 'savory', 'delicious']"
BBQ - Test 14,Liking,"Great crunch, seemed a little bit thicker so a little more filling.",62.49,7,"['great', 'crunch', 'seem', 'little', 'bit', 'thick', 'little', 'filling']"
BBQ - Control (Texas BBQ),Liking,"I like the crunch of the product and the appearance is still good, but not as good as the last product. The smoky BBQ flavor is good and maybe for people who like a milder flavored product, would be good.",95.52,7,"['like', 'crunch', 'product', 'appearance', 'still', 'good', 'good', 'last', 'product', 'smoky', 'bbq', 'flavor', 'good', 'maybe', 'people', 'like', 'milder', 'flavor', 'product', 'would', 'good']"
BBQ - Test 13,Liking,"I like the appearance of  real food , meaning, not a mash-up of items I can't figure out.. I like that it doesn't fall apart either when I'm eating it, the bar holds up. I really like the smoky savory flavor of the bar, and wouldn't even consider it sweet, tho I know sweet plays into savory... but it's the smoky essence of this savory flavor where sweet is only part of the combo, but still hidden so as not to stand out. It also seems to be the strongest flavor of the 3 bars and I do like that.",95.75,9,"['like', 'appearance', 'real', 'food', 'meaning', 'mashup', 'item', 'cant', 'figure', 'like', 'doesnt', 'fall', 'apart', 'either', 'im', 'eat', 'bar', 'hold', 'really', 'like', 'smoky', 'savory', 'flavor', 'bar', 'wouldnt', 'even', 'consider', 'sweet', 'tho', 'know', 'sweet', 'play', 'savory', 'smoky', 'essence', 'savory', 'flavor', 'sweet', 'part', 'combo', 'still', 'hidden', 'stand', 'also', 'seem', 'strong', 'flavor', '3', 'bar', 'like']"
BBQ - Test 14,Liking,"It has more peanuts than the last sample, but could always use more.. good flavor profile, I like the savory bite it gives and leaves, good crunch for texture fix, and I like that I can see the ingredients",93.49,8,"['peanut', 'last', 'sample', 'could', 'always', 'use', 'good', 'flavor', 'profile', 'like', 'savory', 'bite', 'give', 'leaf', 'good', 'crunch', 'texture', 'fix', 'like', 'see', 'ingredient']"
